Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
ORIENTBELL,ORIENT BELL LTD,6811913328,559.6,19.66214049,13.11906206,301378,168651128.8,497.7116615,477.0522873,431.2519414,5004917000,Producer Manufacturing,486600000,8.70784,,23-Feb-22
AGARIND,AGARWAL INDUSTRIAL,6447870207,509.75,4.23269604,-6.84393275,92156,46976521,526.3726182,528.4021227,494.683862,9039023000,Distribution Services,1044073000,3.72465,,23-Feb-22
TCPLPACK,TCPL PACKAGING LTD,6435975270,749.3,6.25354509,19.888,102152,76542493.6,675.4191878,631.0513297,580.0555556,8915808000,Commercial Services,1430952000,6.05307,,23-Feb-22
SHREYAS,SHREYAS SHIP & LO,6333650078,304.35,5.27499135,-10.11518015,87192,26536885.2,301.3749385,291.1064897,277.8476525,5599800000,Transportation,1744100000,5.3812,,23-Feb-22
NECLIFE,NECTAR LIFESCIENCE,6155963827,28.5,4.3956044,-8.9456869,443864,12650124,29.98988248,30.86832681,30.57905507,15443440000,Health Technology,1386420000,11.6224,,23-Feb-22
FCSSOFT,FCS SOFTWARE SOLUT,6000531367,3.75,4.16666667,-12.79069767,18236882,68388307.5,4.27691284,4.84661619,4.84493973,340587000,Technology Services,9094000,24.4896,,23-Feb-22
DYNPRO,DYNEMIC PRODUCTS L,5956498477,552.65,4.88707535,-3.76142795,37447,20695084.55,548.6973295,558.5998052,577.91908,2019349000,Process Industries,433514000,18.2926,,23-Feb-22
NAHARINDUS,NAHAR IND ENTERPRI,5921493352,154.25,4.04721754,-12.87771816,75242,11606078.5,162.2741266,160.7215145,148.7746376,13968888000,Process Industries,2941697000,13.3483,,23-Feb-22
ORIENTPPR,ORIENT PAPER & IND,5919975400,29,4.12926391,-5.53745928,629068,18242972,29.89749309,30.7198743,31.47823213,4401307000,Process Industries,-161966000,,,23-Feb-22
VIKASLIFE,VIKAS LIFECARE LTD,5473838131,5.25,5,-13.2231405,6793351,35665092.75,5.66780913,5.89851546,5.51559163,749945758,Distribution Services,56325000,28.9297,,23-Feb-22
BINDALAGRO,OSWAL GREENTECH LI,5405832266,22.4,6.41330166,-10.04016064,530374,11880377.6,23.93302268,25.49871637,26.44839154,1130678000,Finance,709023000,4.2508,,23-Feb-22
JINDRILL,JINDAL DRILLING,5191964586,185.7,3.54056314,-6.77710843,108576,20162563.2,189.1884068,184.5144557,167.9309566,3978553000,Industrial Services,759525000,8.78539,,23-Feb-22
EXXARO,EXXARO TILES LTD,5149697065,121.95,5.99739244,-2.6735834,119517,14575098.15,123.5705788,127.042169,133.6909418,2542370000,Producer Manufacturing,,,,23-Feb-22
VIKASECO,VIKAS ECOTECH LIMI,5011615146,5.6,4.6728972,3.7037037,10593811,59325341.6,5.39922204,5.3481845,4.6168512,1161777304,Process Industries,114030000,45.7428,,23-Feb-22
UGARSUGAR,UGAR SUGAR WORKS,4888125086,45.2,4.38799076,-7.56646217,836087,37791132.4,45.1210783,42.80936299,37.70539682,9099554000,Process Industries,944581000,35.4491,,23-Feb-22
RICOAUTO,RICO AUTO INDS,4877023729,37.75,4.86111111,-5.5068836,321010,12118127.5,39.08565766,40.79465657,42.7586069,14586600000,Producer Manufacturing,1541900000,11.2139,,23-Feb-22
SINTEX,SINTEX INDUSTRIES,4781759305,8.4,5,-13.40206186,4997717,41980822.8,9.10211668,9.86312907,10.85048696,16957100000,Process Industries,3893600000,48.9498,,23-Feb-22
TRIL,TRANSFORM & RECTIF,4652999784,36.75,4.7008547,-7.66331658,434915,15983126.25,37.83623759,37.80139554,35.76868351,7389269000,Producer Manufacturing,773100000,6.7444,,23-Feb-22
ZUARIGLOB,ZUARI GLOBAL LTD,4592734108,160.9,3.43940855,-8.68331442,79403,12775942.7,164.4537021,162.5087695,154.9945977,8020469000,Process Industries,255885000,76.5285,,23-Feb-22
DCMNVL,DCM NOUVELLE LTD,4492932273,252.15,4.71345515,-8.12534159,62439,15743993.85,266.0885663,279.6089011,288.5543807,5574811000,Process Industries,1806200000,6.02023,,23-Feb-22
CYBERTECH,CYBERTECH SYSTEMS,4485347442,170.6,6.89223058,-8.45183794,237643,40541895.8,177.8939283,186.4505065,189.7548733,1177969000,Technology Services,251148000,12.525,,23-Feb-22
YAARI,YAARI DIGI INT SER LTD,4469893894,65.15,19.98158379,-16.58130602,1513264,98589149.6,70.46772869,75.15558105,84.435,1684600000,Distribution Services,-710100000,134.193,,23-Feb-22
TAKE,TAKE SOLUTIONS,4467607086,31.25,3.47682119,-13.91184573,819081,25596281.25,34.68355712,37.22746027,41.22401181,7740150000,Technology Services,793039000,,,23-Feb-22
MSPL,MSP STEEL & POWER,4416856013,11.9,3.930131,3.47826087,1090344,12975093.6,12.21734105,12.75279587,12.6985816,17231344000,Non-Energy Minerals,1513680000,9.25817,,23-Feb-22
KHADIM,KHADIM INDIA LTD,4357631402,249.55,3.41898052,-6.18421053,62834,15680224.7,259.652868,265.3394699,267.7030381,6261780000,Retail Trade,490230000,68.5785,,23-Feb-22
VINYLINDIA,VINYL CHEMICALS(IN,4314722161,243.7,3.45998726,-7.14421795,59128,14409493.6,255.0472608,261.8839017,261.1894177,4041522865,Process Industries,,8.15025,,23-Feb-22
JPINFRATEC,JAYPEE INFRATECH L,4264025665,3.25,4.83870968,-4.41176471,6966488,22641086,3.38981074,3.53791505,3.43205034,8041802000,Industrial Services,2873800000,35.8347,,23-Feb-22
OMINFRAL,OM INFRA LTD,4136248390,45.6,6.04651163,-5.6876939,321846,14676177.6,46.51104089,46.70361491,43.79960162,2344656000,Consumer Durables,454416000,8.73492,,23-Feb-22
ADVANIHOTR,ADVANI HOTELS & RE,4118134740,92.9,4.26487093,11.25748503,391169,36339600.1,89.67062766,87.25613967,83.40566004,273902025,Consumer Services,92596000,,,23-Feb-22
MAWANASUG,MAWANA SUGARS LTD,4050551309,111.5,7.88582487,2.05949657,1201282,133942943,104.8428511,98.91439475,90.89974494,14061140000,Consumer Non-Durables,927000000,9.25654,6244830000,23-Feb-22
SHYAMCENT,SHYAM CENTURY FERR,3965787936,18.6,4.20168067,-10.36144578,624107,11608390.2,18.9660264,19.00304053,17.7711521,1276156000,Non-Energy Minerals,332060000,4.32695,,23-Feb-22
TRIGYN,TRIGYN TECHNOLOGIE,3925181351,137.85,8.11764706,-8.25291181,620298,85508079.3,146.797594,157.0546034,159.0348273,9854142000,Technology Services,775364000,0.062068,,23-Feb-22
RANASUG,RANA SUGARS LTD,3915979546,27.35,7.25490196,-7.28813559,1076383,29439075.05,28.07934336,28.60087864,28.13469611,12220737000,Process Industries,2044233000,2.19394,,23-Feb-22
MAGADSUGAR,MAGADH SUGAR & ENE,3859697366,284.2,4.14071088,-6.95694876,56770,16134034,293.0420858,297.4322996,292.0152045,9282479000,Process Industries,1150684000,8.08213,,23-Feb-22
VISHWARAJ,VISHWARAJ SUGAR IND LTD,3849489975,21.55,5.12195122,-2.2675737,4567122,98421479.1,21.89538109,22.66219405,24.86409357,4101001000,Process Industries,779343000,16.9707,8355650000,23-Feb-22
SILINV,SIL INVESTMENTS,3636499447,383,10.70964012,17.53874482,74849,28667167,336.3272515,324.8410733,315.9355056,257233000,Finance,277500000,6.6461,,23-Feb-22
VENUSREM,VENUS REMEDIES LTD,3607750029,298,11.11111111,-3.66898335,130782,38973036,299.9713471,317.2953886,357.3997333,5405017000,Health Technology,610640000,7.82687,,23-Feb-22
JINDALPHOT,JINDAL PHOTO LTD,3576565482,360.95,3.6021814,3.12857143,51275,18507711.25,351.1431636,341.6817376,321.7152611,1671000,Consumer Durables,-3900000,,,23-Feb-22
GEECEE,GEECEE VENTURES,3497486492,192.4,14.15010383,19.28084315,852315,163985406,174.0354266,167.2502144,159.3172667,420005000,Process Industries,302561000,-0.238453,,23-Feb-22
BIRLACABLE,BIRLA CABLE LTD,3315000000,132.15,19.53867028,3.48472984,1429830,188952034.5,121.9660365,117.0189252,107.2664453,3256412000,Producer Manufacturing,378324000,10.7048,,23-Feb-22
GODHA,GODHA CABCON INSULAT LTD,3173520000,148.65,4.02379286,23.72034956,88937,13220485.05,127.971872,115.1367562,95.58674608,323964000,Producer Manufacturing,18976000,,,23-Feb-22
INVENTURE,INVENTURE GROWTH &,3158399992,3.95,3.94736842,-3.65853659,14558689,57506821.55,4.06648484,4.27653669,4.21047625,406179864,Finance,230200000,8.40121,,23-Feb-22
ORBTEXP,ORBIT EXPORTS LTD,3125776828,118.5,3.35804623,-2.14698596,124612,14766522,118.3465564,115.4428578,102.8619916,668267000,Process Industries,254309000,106.47,,23-Feb-22
SHIVAMAUTO,SHIVAM AUTOTECH LTD,3055555534,25.8,3.40681363,12.66375546,413503,10668377.4,25.69698054,27.04973833,28.48072182,4874115000,Producer Manufacturing,799066000,7.78402,,23-Feb-22
SECURKLOUD,SECUREKLOUD TECH LTD,2943422709,106.75,9.99484802,-2.99863698,112694,12030084.5,109.1791254,115.4309834,127.2677693,3505461000,Technology Services,-588072000,9.16977,,23-Feb-22
SHIVATEX,SHIVA TEXYARN LTD,2652819186,228.2,12.13759214,-2.06008584,60569,13821845.8,225.5399941,235.2946122,237.9735112,3402797000,Process Industries,591549000,6.86914,,23-Feb-22
KCPSUGIND,KCP SUGAR & INDUST,2607856102,24.4,6.08695652,-5.79150579,531388,12965867.2,25.29686676,26.32471165,26.32188757,3285504358,Process Industries,29163000,210.416,,23-Feb-22
20MICRONS,20 MICRONS LTD,2454176380,75.1,8.13534917,-5.65326633,283781,21311953.1,77.71078122,80.77501874,78.29105368,4834798000,Process Industries,734301000,3.62097,,23-Feb-22
SITINET,SITI NETWORKS LTD,2450468991,2.9,3.57142857,-13.43283582,3943501,11436152.9,3.20952481,3.51517684,3.63408903,15369200000,Consumer Services,1555000000,4.21652,,23-Feb-22
KMSUGAR,KM SUGAR MILLS LTD,2442604589,28.4,6.76691729,-8.23909532,634276,18013438.4,29.81182656,30.78792375,30.32230753,5027315000,Process Industries,759600000,4.75887,,23-Feb-22
SRPL,SHREE RAM PROTEINS LTD.,2303721074,112.9,4.9744305,24.47629548,786184,88760173.6,94.15510867,81.26553505,63.47573296,1525585000,Distribution Services,140168000,17.916,,23-Feb-22
SMSLIFE,SMS LIFESCIENCES,1981915794,755.65,16.24490424,6.70761844,39566,29898047.9,705.5898996,714.659114,740.8136239,2647360000,Health Technology,347039000,6.24257,,23-Feb-22
DSSL,DYNACONS SYS SOLUT,1952799481,207.15,19.42923033,1.69366716,255141,52852458.15,199.09248,201.9077758,190.573386,4359368000,Technology Services,246417000,5.75719,,23-Feb-22
GRPLTD,GRP LTD,1890399614,1451.15,3.24795446,22.27933432,16215,23530397.25,1332.134112,1313.14536,1254.488098,2780874000,Producer Manufacturing,237317000,13.4724,,23-Feb-22
BALPHARMA,BAL PHARMA,1492612859,119.65,18.99552461,6.16681455,392590,46973393.5,112.976015,116.4531675,115.6307689,2470404000,Health Technology,263779000,7.79637,,23-Feb-22
INDOWIND,INDOWIND ENERGY,1413428398,16.7,4.375,-14.35897436,729938,12189964.6,18.88259003,21.45819966,23.84459481,186090000,Utilities,95379000,9.35696,,23-Feb-22
SALONA,SALONA COTSPIN,1118379893,247.45,19.68561064,-3.26426896,142879,35355408.55,253.0159691,269.2046274,264.8001621,2249062953,Process Industries,351380000,11.9892,,23-Feb-22
IZMO,IZMO LTD,1094759632,86.55,5.48446069,-9.181532,127287,11016689.85,88.0163747,88.65420155,88.25329483,1161430892,Retail Trade,257901000,2.19986,,23-Feb-22
