Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),,,Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PRECWIRE,PRECISION WIRES IN,11050570863,100,3.84215992,-3.66088632,104812,10481200,102.8384357,102.1116555,90.92211365,17185974000,Producer Manufacturing,1207795000,5.17675,,16-Feb-22,,,,,,,,,,,,,,,,,,,
GAYAPROJ,GAYATRI PROJECTS,4389809299,24.4,3.82978723,-8.09792844,786073,19180181.2,25.73496731,26.76997561,29.41702072,39005189000,Industrial Services,-499064000,5.38287,,16-Feb-22,,,,,,,,,,,,,,,,,,,
FRETAIL,FUTURE RETAIL LTD,24945066650,47.7,3.80848749,-0.83160083,2029471,96805766.7,47.33028226,48.16329148,49.3096598,63039400000,Retail Trade,-13586700000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
INVENTURE,INVENTURE GROWTH &,3360000000,4.1,3.79746835,1.2345679,13505437,55372291.7,4.19646311,4.44980079,4.25227587,406179864,Finance,230200000,8.40121,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SHYAMCENT,SHYAM CENTURY FERR,4443459778,20.75,3.75,7.79220779,1485554,30825245.5,19.7840847,19.29375268,17.58787381,1276156000,Non-Energy Minerals,332060000,4.32695,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SADBHAV,SADBHAV ENGINEERIN,6219441528,37.6,3.72413793,-1.57068063,438863,16501248.8,37.34508426,37.97341993,39.68056829,22432780000,Industrial Services,4936282000,13.9076,,16-Feb-22,,,,,,,,,,,,,,,,,,,
CGCL,CAPRI GLOBAL CAPIT,1.01E+11,597.25,3.68923611,3.08077321,72066,43041418.5,578.1944457,566.1542509,544.7875196,7362050000,Finance,3289080000,17.1463,1.33E+11,16-Feb-22,,,,,,,,,,,,,,,,,,,
MAITHANALL,MAITHAN ALLOYS LTD,33035789819,1175.85,3.65848283,15.89867429,618191,726899887.3,1076.716676,1047.988956,1029.429379,15910400000,Producer Manufacturing,8677900000,2.82811,,16-Feb-22,,,,,,,,,,,,,,,,,,,
AGSTRA,AGS TRANSACT TECH LTD,14802300000,127.6,3.65556458,-14.81975968,1581184,201759078.4,143.5504884,,,,Commercial Services,,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
WALCHANNAG,WALCHANDNAGAR IND,2032948838,55.45,3.64485981,-0.180018,299593,16612431.85,55.78076933,56.05986321,55.02209932,3256400000,Producer Manufacturing,130500000,27.4371,,16-Feb-22,,,,,,,,,,,,,,,,,,,
LOKESHMACH,LOKESH MACHINES,1335993943,77.1,3.62903226,-5.04926108,218826,16871484.6,77.36430062,77.34390111,72.53292216,1502145000,Producer Manufacturing,277328000,5.38345,,16-Feb-22,,,,,,,,,,,,,,,,,,,
TIMETECHNO,TIME TECHNOPLAST,16949697756,77.7,3.6,-2.3255814,1917563,148994645.1,78.02922855,79.3368062,78.63735289,30049205000,Process Industries,4961871000,5.6892,,16-Feb-22,,,,,,,,,,,,,,,,,,,
NEWGEN,NEWGEN SOFTWARE,37615182752,559.4,3.56382486,-0.08930166,113667,63585319.8,558.3765568,569.6423762,580.9238256,6726244000,Technology Services,1936069000,8.51902,,16-Feb-22,,,,,,,,,,,,,,,,,,,
PRICOLLTD,PRICOL LTD,14637967993,124.45,3.53577371,-4.85474006,1341774,166983774.3,125.4814363,126.0258752,122.6945273,14117105000,Producer Manufacturing,1849917000,5.07599,,16-Feb-22,,,,,,,,,,,,,,,,,,,
PSB,PUNJAB & SIND BANK,64640053329,16.5,3.44827586,-1.78571429,3224535,53204827.5,16.5354284,16.68001452,16.76751403,78492547000,Finance,,,-2078310000,16-Feb-22,,,,,,,,,,,,,,,,,,,
NAHARCAP,NAHAR CAPITAL AND,8229904535,503.65,3.44013144,-4.81904942,50417,25392522.05,499.4565797,478.3897324,425.410531,451701000,Finance,416212000,4.41244,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SJS,SJS ENTERPRISES LTD,11356382302,386.05,3.42933691,-3.91986063,156385,60372429.25,387.3836283,393.5614634,405.1325996,2512340000,Producer Manufacturing,,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
JKPAPER,JK PAPER LTD,37980004952,231.65,3.41517857,-4.74917763,1048657,242921394.1,229.7530954,227.0392248,221.8144985,27311700000,Process Industries,8897200000,8.60669,,16-Feb-22,,,,,,,,,,,,,,,,,,,
COSMOFILMS,COSMO FILMS LTD,30097648426,1715.5,3.41189945,1.09313769,62033,106417611.5,1709.572641,1697.064754,1617.671733,22518900000,Process Industries,5366500000,4.43207,,16-Feb-22,,,,,,,,,,,,,,,,,,,
BAJAJHIND,BAJAJ HINDUSTHAN S,18904928027,15.25,3.38983051,-10.02949853,3944053,60146808.25,15.68029026,15.90814461,15.61853609,66659300000,Process Industries,2309300000,30.4434,,16-Feb-22,,,,,,,,,,,,,,,,,,,
TECHNOE,TECHNO ELECTRIC &,26883999329,251.8,3.38739479,1.00280786,105421,26545007.8,246.8470336,247.3695988,248.1899914,8836296000,Industrial Services,2021595000,12.267,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SPARC,SUN PHARMA ADV,80227656818,315.35,3.37649566,-2.77478033,655515,206716655.3,315.9867461,315.5461586,302.621264,2529571000,Health Technology,-1711400000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
UTTAMSUGAR,UTTAM SUGAR MILLS,7867894800,213.15,3.37051406,-10.29040404,310960,66281124,217.294953,216.6452943,206.5550485,18185903000,Process Industries,2569300000,5.27725,,16-Feb-22,,,,,,,,,,,,,,,,,,,
PRAKASH,PRAKASH INDUSTRIES,10941900648,63,3.36341263,-2.85273709,658571,41489973,62.19764526,61.28043327,60.64404873,32158600000,Non-Energy Minerals,3865600000,5.7635,,16-Feb-22,,,,,,,,,,,,,,,,,,,
HIMATSEIDE,HIMATSINGKA SEIDE,18327798490,192.45,3.32885906,-4.65692346,367654,70755012.3,202.7660063,214.7385942,227.0413655,21583695000,Process Industries,5575200000,18.6783,,16-Feb-22,,,,,,,,,,,,,,,,,,,
NESCO,NESCO LTD,38051901044,559.15,3.32624965,-1.17532697,35289,19731844.35,562.7674103,569.823012,580.4538171,2910977000,Producer Manufacturing,2044938000,18.7542,,16-Feb-22,,,,,,,,,,,,,,,,,,,
LASA,LASA SUPERGENERICS,2027532461,51.4,3.31658291,-3.2925682,221049,11361918.6,54.83505878,59.70602536,64.38250397,2021186000,Process Industries,137857000,5.4433,,16-Feb-22,,,,,,,,,,,,,,,,,,,
GREENPLY,GREENPLY INDUSTRIE,23568983599,198.55,3.30385016,0.02518892,214645,42617764.75,198.8812551,201.9643477,205.3654296,11653444000,Producer Manufacturing,1512100000,17.6586,,16-Feb-22,,,,,,,,,,,,,,,,,,,
FDC,FDC LTD,51343582932,313.65,3.29326527,0.09573959,875971,274748304.2,304.1473043,300.7460528,300.1244607,13244697000,Health Technology,2860850000,12.9329,,16-Feb-22,,,,,,,,,,,,,,,,,,,
DATAMATICS,DATAMATICS GLOBAL,16776981672,293.8,3.28704517,-1.90317195,160942,47284759.6,296.6825744,303.8331664,309.0643526,11490530000,Technology Services,1836440000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
NBVENTURES,NAVA BHARAT VENTUR,20073145034,132.5,3.23334632,-6.19469027,678052,89841890,131.7902888,128.9671338,122.9145006,25433360000,Utilities,11956765000,4.23308,,16-Feb-22,,,,,,,,,,,,,,,,,,,
PRAJIND,PRAJ INDUSTRIES,66792720131,375.5,3.23024055,-7.59197736,863368,324194684,388.4760995,394.1092668,380.1330801,13046687000,Producer Manufacturing,1916700000,28.1027,,16-Feb-22,,,,,,,,,,,,,,,,,,,
ASHAPURMIN,ASHAPURA MINE CHEM,9628911945,108.7,3.2288699,7.14637753,200414,21785001.8,107.9680203,109.1472427,108.7910039,11481124000,Non-Energy Minerals,1187399000,9.15742,,16-Feb-22,,,,,,,,,,,,,,,,,,,
REPCOHOME,REPCO HOME FIN LTD,14329679563,237,3.22299652,-10.54916022,324238,76844406,255.8854057,260.4383475,268.919757,13922300000,Finance,5047100000,9.17917,,16-Feb-22,,,,,,,,,,,,,,,,,,,
NAGAFERT,NAGARJUNA FERTILIZ,7457870740,12.9,3.2,3.2,1180041,15222528.9,12.95472017,13.07684184,12.60135357,4571834000,Process Industries,-2530361000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
ORIENTPPR,ORIENT PAPER & IND,6301909545,30.7,3.19327731,-4.51010886,1168358,35868590.6,31.20345069,31.68905393,31.96447682,4401307000,Process Industries,-161966000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SOTL,SAVITA OIL TECHNOL,14688674523,1093.8,3.18381208,-5.19199099,14415,15767127,1119.932247,1139.487377,1171.51038,18988994000,Process Industries,3897542000,4.44581,,16-Feb-22,,,,,,,,,,,,,,,,,,,
DBL,DILIP BUILDCON LTD,44244649550,312.35,3.17093311,-11.42776124,1311609,409681071.2,335.3436586,355.0245656,409.7239679,96059198000,Industrial Services,11383035000,11.1145,,16-Feb-22,,,,,,,,,,,,,,,,,,,
SHREDIGCEM,SHREE DIGVIJAY CEMENT,9508834162,68.6,3.15789474,-3.92156863,184163,12633581.8,69.85983654,71.64770169,74.00032055,5028225000,Non-Energy Minerals,1347583000,7.42692,,16-Feb-22,,,,,,,,,,,,,,,,,,,
CREDITACC,CREDITACCESS GRAME,1.10E+11,727.35,3.15558077,-3.99920808,279163,203049208.1,708.6400249,678.9960361,641.2647638,24660700000,Finance,10841200000,9.70065,,16-Feb-22,,,,,,,,,,,,,,,,,,,
GRAUWEIL,GRAUER & WEIL IND LTD,12933562837,58.85,3.15512708,-2.56622517,186712,10988001.2,59.34395506,60.37467541,61.03724963,6032452000,Process Industries,1284200000,6.25205,,16-Feb-22,,,,,,,,,,,,,,,,,,,
STAR,STRIDES PHARMA SCI,32652210969,374.85,3.10823821,-5.10126582,1170918,438918612.3,382.6017781,395.0319896,428.0391273,32802660000,Health Technology,1073630000,18.74,,16-Feb-22,,,,,,,,,,,,,,,,,,,
GEECEE,GEECEE VENTURES,3277913349,161.3,3.10003196,-6.32984901,77720,12536236,157.6312943,156.5574917,153.8772318,420005000,Process Industries,302561000,-0.238453,,16-Feb-22,,,,,,,,,,,,,,,,,,,
VETO,VETO SWITCHGEARS A,1982220869,106.55,3.09627479,-3.35600907,100668,10726175.4,107.9834795,109.448542,110.3690347,1809899736,Producer Manufacturing,338307000,10.3677,,16-Feb-22,,,,,,,,,,,,,,,,,,,
VIPIND,VIP INDUSTRIES,87517909260,639.15,3.08870968,-3.76420989,436247,278827270.1,637.6472682,623.3454283,594.4816984,6183900000,Consumer Durables,1150500000,,,16-Feb-22,,,,,,,,,,,,,,,,,,,
ENDURANCE,ENDURANCE TECH,1.93E+11,1413.2,3.08556423,-3.34780973,191311,270360705.2,1468.656036,1531.249469,1609.477644,64371770000,Producer Manufacturing,10396810000,21.4946,,16-Feb-22,,,,,,,,,,,,,,,,,,,
BANSWRAS,BANSWARA SYNTEX,3869937447,233.55,3.06707855,-5.2535497,44401,10369853.55,246.7265339,258.9840744,254.7781654,7773021000,Process Industries,1071293000,5.71027,,16-Feb-22,,,,,,,,,,,,,,,,,,,
KOTHARIPET,KOTHARI PETROCHEM,5231444819,91.6,3.03712036,-3.01746956,166145,15218882,93.5068666,93.4903309,83.70907901,2280340000,Process Industries,482039000,3.79386,,16-Feb-22,,,,,,,,,,,,,,,,,,,
EMKAY,EMKAY GLOBAL FIN,2895227046,121.1,3.01999149,-2.49597424,83074,10060261.4,121.2212775,120.2490916,115.9035186,1520470000,Finance,685463000,-5.44956,,16-Feb-22,,,,,,,,,,,,,,,,,,,
CARBORUNIV,CARBORUNDUM UNVRSL,1.60E+11,865.8,3.01011303,-0.41407867,108204,93683023.2,863.3019812,878.9385368,897.1744787,26317080000,Process Industries,5841600000,19.2718,,16-Feb-22,,,,,,,,,,,,,,,,,,,
CREST,CREST VENTURES,4890516268,183.2,3.00815294,16.57651925,62494,11448900.8,165.6466468,158.5872332,151.0614247,544872438,Finance,106746000,262.724,,16-Feb-22,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCELINDUS,EXCEL INDUSTRIES,12184143281,1161.35,19.99896673,17.72427775,170771,198324900.9,990.3246975,957.6988573,936.3989312,7465678000,Process Industries,1392401000,8.03819,12360100000,14-Feb-22,,,,,,,,,,,,,,,,,,,
SHREYAS,SHREYAS SHIP & LO,5996601843,324.9,18.77170536,14.1000878,1069448,347463655.2,282.9831136,272.5701447,267.2543045,5599800000,Transportation,1256700000,5.3812,8448230000,14-Feb-22,,,,,,,,,,,,,,,,,,,
RAJMET,RAJNANDINI METAL LTD,3673500000,229.3,11.52723735,9.24249643,102428,23486740.4,210.4290996,201.6276973,184.7664937,6309174000,Distribution Services,152885000,,,14-Feb-22,,,,,,,,,,,,,,,,,,,
MIRZAINT,MIRZA INTERNATIONA,15892423302,146.7,10.6752169,1.76899063,4733234,694365427.8,143.5373763,144.2438948,133.3309422,10489300000,Consumer Non-Durables,1713176000,6.90595,8129130000,14-Feb-22,,,,,,,,,,,,,,,,,,,
KRITI,KRITI INDUSTRIES IND LTD,5322457787,116.85,9.10364146,17.55533199,292547,34184116.95,108.4637292,111.1345568,115.6597283,5875935000,Consumer Non-Durables,499189000,5.93262,,14-Feb-22,,,,,,,,,,,,,,,,,,,
NDTV,NEW DELHI TELEVISI,10434675071,174.3,8.12655087,44.28807947,3357785,585261925.5,136.0016271,126.7293714,115.9666718,3576290000,Consumer Services,678900000,5.41788,,14-Feb-22,,,,,,,,,,,,,,,,,,,
MHLXMIRU,MAHALAXMI RUBTECH LTD,1513920305,149.35,4.99121265,67.52664049,328932,49125994.2,109.5300376,,,1368845449,Process Industries,183487000,3.2976,882230000,14-Feb-22,,,,,,,,,,,,,,,,,,,
SRPL,SHREE RAM PROTEINS LTD.,1679328039,82.3,4.9744898,27.3993808,399885,32910535.5,68.86894252,61.52291573,51.77229847,1525585000,Distribution Services,140168000,17.916,,14-Feb-22,,,,,,,,,,,,,,,,,,,
SWELECTES,SWELECT ENERGY SYS,4548385774,321.9,4.97309636,14.37200213,99203,31933445.7,294.4761003,289.2058459,277.1200654,2446903000,Producer Manufacturing,591556000,5.43134,,14-Feb-22,,,,,,,,,,,,,,,,,,,
MITCON,MITCON CONSU & ENG,1677690000,131.1,4.88,27.34337057,246000,32250600,111.0566209,98.8268974,80.55506071,606925793,Commercial Services,101366000,,,14-Feb-22,,,,,,,,,,,,,,,,,,,
ANSALAPI,ANSAL PROPS & INFR,2605007406,17.3,4.84848485,1.46627566,1494654,25857514.2,16.21076757,15.53965,14.20873224,8407505000,Finance,,,3158120000,14-Feb-22,,,,,,,,,,,,,,,,,,,
ORBTEXP,ORBIT EXPORTS LTD,3081963967,118.05,4.65425532,-6.45800317,610130,72025846.5,118.4241251,112.2318147,97.71130603,668267000,Process Industries,254309000,106.47,,14-Feb-22,,,,,,,,,,,,,,,,,,,
SHIL,SOMANY HOM INNOVATION LTD,27497934032,392.25,3.08804205,-1.44472362,1509545,592119026.3,391.2421714,393.5938553,400.4899384,17522405000,Producer Manufacturing,1777400000,15.5693,,14-Feb-22,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRHHYPOLTD,SREE RAYALASEEMA H,5701294764,387.65,16.77963549,16.6040006,369868,143379330.2,345.9639936,342.2222981,338.1883567,9101500000,Process Industries,1219333000,2.59167,4375900000,15-Feb-22,,,,,,,,,,,,,,,,,,,
ACCURACY,ACCURACY SHIPPING LTD,3047330000,231.55,14.40217391,21.61239496,274315,63517638.25,204.4309533,203.4235542,199.6746565,3746570000,Transportation,459090000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TCPLPACK,TCPL PACKAGING LTD,5242509998,642.85,11.70286707,3.211046,89160,57316506,588.5482146,569.7789567,547.2883407,8915808000,Commercial Services,1430952000,6.05307,,15-Feb-22,,,,,,,,,,,,,,,,,,,
KOPRAN,KOPRAN LTD,11669013116,297.25,10.52240193,-1.40961857,297166,88332593.5,293.6342068,296.5516187,291.3466633,4822561000,Health Technology,797759000,6.91197,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TANLA,TANLA PLATFORMS L,1.97E+11,1597.05,9.99724499,-2.56840436,318410,508516690.5,1624.458463,1687.685407,1683.260561,23414655000,Technology Services,6500948000,24.8386,,15-Feb-22,,,,,,,,,,,,,,,,,,,
ANANTRAJ,ANANT RAJ LTD,19741943822,73.4,9.96254682,-1.93720775,1307921,96001401.4,74.14674166,75.83427209,75.380031,2496634000,Industrial Services,713800000,91.6928,,15-Feb-22,,,,,,,,,,,,,,,,,,,
IZMO,IZMO LTD,1058022730,86.65,9.96192893,1.16754232,146620,12704623,86.11626463,87.89889445,87.76956385,1161430892,Retail Trade,246261000,2.19986,1130870000,15-Feb-22,,,,,,,,,,,,,,,,,,,
COFFEEDAY,COFFEE DAY ENTERPR,11735033121,60.9,9.92779783,-2.79329609,6230036,379409192.4,62.0944219,62.42544129,56.25805238,8534200000,Consumer Services,-485500000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
CAPACITE,CAPACIT'E INFRAPRO,8771580915,141.75,9.84114684,-0.66573231,452037,64076244.75,143.7408355,149.6073291,159.2803512,8797219000,Industrial Services,2241973000,10.8013,,15-Feb-22,,,,,,,,,,,,,,,,,,,
SHEMAROO,SHEMAROO ENTERTAIN,2923449945,118.6,9.66250578,2.68398268,431565,51183609,116.5402276,118.4758015,122.9149632,3111139000,Consumer Services,382400000,29.5265,,15-Feb-22,,,,,,,,,,,,,,,,,,,
GOKEX,GOKALDAS EXPORTS L,20596666494,381.75,9.54088953,-2.99834837,518339,197875913.3,383.6492206,380.7790452,349.0121764,11635993000,Process Industries,1411983000,13.9502,,15-Feb-22,,,,,,,,,,,,,,,,,,,
CLEDUCATE,CL EDUCATE LTD,2925212512,113.85,9.47115385,11.50832517,97491,11099350.35,110.8369697,112.6045869,112.0670719,1844994000,Commercial Services,-11668000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
CAPTRUST,CAPITAL TRUST LTD.,1820207515,122.3,9.34286992,0.65843621,126885,15518035.5,120.3433953,122.5793356,119.982837,1103108000,Finance,-40884000,6.08462,,15-Feb-22,,,,,,,,,,,,,,,,,,,
KITEX,KITEX GARMENTS LTD,15328250000,251.95,8.88072602,-2.70322456,995157,250729806.1,253.8987117,251.5829019,230.6065006,4348212000,Consumer Non-Durables,1338407000,5.58914,,15-Feb-22,,,,,,,,,,,,,,,,,,,
SPICEJET,SPICEJET LTD,35632231796,64,8.84353741,5.09031199,9938100,636038400,61.75554798,62.20564712,64.75967815,51426500000,Transportation,-5161690000,,1.42E+11,15-Feb-22,,,,,,,,,,,,,,,,,,,
RAJMET,RAJNANDINI METAL LTD,4226460000,248.4,8.32969908,17.05937795,221367,54987562.8,217.3328997,206.0822023,187.2619253,6309174000,Distribution Services,152885000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
MANAKSIA,MANAKSIA LTD,4610320317,75.6,8.15450644,2.85714286,550709,41633600.4,74.39790229,74.62638302,72.60245543,8610365000,Producer Manufacturing,1602727000,-2.78819,,15-Feb-22,,,,,,,,,,,,,,,,,,,
HGINFRA,H.G. INFRA ENGINEE,38187013907,633.85,8.11940299,-1.69057774,207039,131231670.2,615.7785025,608.2418257,609.3507055,25677900000,Industrial Services,6979710000,5.45977,,15-Feb-22,,,,,,,,,,,,,,,,,,,
AMBIKCO,AMBIKA COTTON MILL,13458616585,2541.3,8.05536067,-1.9276411,87060,221245578,2452.89064,2343.236046,2173.785301,6152451000,Process Industries,2491900000,4.51087,,15-Feb-22,,,,,,,,,,,,,,,,,,,
UGARSUGAR,UGAR SUGAR WORKS,5169375086,49.35,7.9868709,11.14864865,1498777,73964644.95,44.54469583,40.48820586,35.50847794,9099554000,Process Industries,944581000,35.4491,,15-Feb-22,,,,,,,,,,,,,,,,,,,
RUSHIL,RUSHIL DECOR LTD,7027712361,382.1,7.9073708,0.81794195,85839,32799081.9,372.3339352,367.9364052,359.4199671,3354438484,Producer Manufacturing,532423000,20.2083,,15-Feb-22,,,,,,,,,,,,,,,,,,,
CHEMFAB,CHEMFAB ALKALIS,2609099836,200,7.87486516,-5.3030303,53543,10708600,200.8357364,196.1318292,183.1180502,1808113000,Process Industries,405587000,6.12841,,15-Feb-22,,,,,,,,,,,,,,,,,,,
PRECOT,PRECOT LTD,3904200073,350.5,7.73013678,0.12855306,51042,17890221,348.9664004,346.1719753,328.2374297,6620008000,Process Industries,1892800000,4.93329,,15-Feb-22,,,,,,,,,,,,,,,,,,,
DREDGECORP,DREDGING CORP IND,9098600342,349.55,7.68638324,-1.31281762,1358908,475006291.4,345.1455632,341.9208877,336.6228089,7637640000,Transportation,47033000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
GRAVITA,GRAVITA INDIA LTD,23904376497,378.45,7.49893481,0.4512276,349967,132445011.2,368.5192018,354.3652267,314.4107411,14067282000,Non-Energy Minerals,1833791000,7.23428,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TCIEXP,TCI EXPRESS LTD,63702424584,1783.25,7.2696102,0.99966017,41500,74004875,1806.400802,1895.647627,1991.814832,8439900000,Transportation,1789000000,26.0405,,15-Feb-22,,,,,,,,,,,,,,,,,,,
RTNINDIA,RATTANINDIA ENT LTD,66487168216,51.55,7.17255717,-2.36742424,2770507,142819635.9,52.21135538,53.25080887,52.72306837,1000000,Utilities,-28793000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
NIITLTD,NIIT,53375387328,428.1,7.14553873,-2.03661327,1466312,627728167.2,430.1072636,435.2836691,429.3103085,9494940000,Commercial Services,2943700000,3.71434,,15-Feb-22,,,,,,,,,,,,,,,,,,,
PENIND,PENNAR INDUSTRIES,5217354003,39.1,7.12328767,-12.52796421,1931251,75511914.1,41.25107755,40.98304819,37.88565833,15253500000,Non-Energy Minerals,1661500000,7.86177,,15-Feb-22,,,,,,,,,,,,,,,,,,,
INOXWIND,INOX WIND LTD,26130869568,125.9,7.10336027,-3.19108035,925750,116551925,127.2266747,126.6591421,125.014577,7107264000,Producer Manufacturing,-1225900000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TALBROAUTO,TALBROS AUTO,5728989308,496.45,6.95895723,-2.14841825,64365,31954004.25,510.4138206,521.462623,484.6405772,4441972000,Producer Manufacturing,764320000,6.07266,,15-Feb-22,,,,,,,,,,,,,,,,,,,
JASH,JASH ENGINEERING LTD,5908446656,532.05,6.95547291,18.48346509,118508,63052181.4,481.5038715,474.1572225,470.4631049,2984360000,Producer Manufacturing,501459000,8.03028,,15-Feb-22,,,,,,,,,,,,,,,,,,,
SIYSIL,SIYARAM SILK,20665017563,474.45,6.94240956,-1.48463455,191613,90910787.85,475.5702914,470.6182513,457.3321021,10892457000,Process Industries,2955600000,16.5742,,15-Feb-22,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,GLOBUS SPIRITS LTD,33555466433,1246.8,6.92050424,-7.50055642,380953,474972200.4,1363.126958,1419.448688,1404.097084,12302643000,Consumer Non-Durables,3321826000,4.07241,,15-Feb-22,,,,,,,,,,,,,,,,,,,
PPAP,PPAP AUTOMOTIVE LTD,2843400085,216.8,6.87700271,-8.19394453,57940,12561392,225.3657309,229.5463517,232.328777,3218770000,Producer Manufacturing,433609000,9.73054,,15-Feb-22,,,,,,,,,,,,,,,,,,,
EXXARO,EXXARO TILES LTD,5386824871,128.3,6.87213661,1.10323089,423467,54330816.1,127.9625457,131.1202671,136.7707411,2542370000,Producer Manufacturing,,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
JTLINFRA,JTL INFRA LTD,13654475105,246.65,6.82113469,-1.04312939,250910,61886951.5,245.2987522,244.0828494,,4357610000,Non-Energy Minerals,658914000,18.677,,15-Feb-22,,,,,,,,,,,,,,,,,,,
MACPOWER,MACPOWER CNC MACHINES LTD,2043360000,217.95,6.70746634,-5.91409454,54054,11781069.3,224.050742,226.5216658,218.4494194,1127600000,Producer Manufacturing,194154000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
SAKSOFT,SAKSOFT LTD,9304355502,938.25,6.67993178,-2.39779465,66427,62325132.75,952.471768,969.7671715,977.058569,3858070000,Technology Services,724234000,4.88332,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TRIVENI,TRIVENI ENGINEERIN,61720080753,272.35,6.65752888,-4.70608817,1411377,384388526,272.4445811,267.0855535,248.9148988,44883851000,Process Industries,6239900000,7.9515,,15-Feb-22,,,,,,,,,,,,,,,,,,,
MANGCHEFER,MANGALORE CHEMICAL,8681234882,78,6.55737705,0,293364,22882392,78.14541479,77.90313048,75.56370663,11134257000,Process Industries,1959008000,,,15-Feb-22,,,,,,,,,,,,,,,,,,,
APCOTEXIND,APCOTEX INDUSTRIES,17458790030,360.25,6.48832397,-4.48097574,59532,21446403,366.8500837,372.6849729,375.2945944,5392628000,Process Industries,1246612000,13.0672,,15-Feb-22,,,,,,,,,,,,,,,,,,,
GAEL,GUJARAT AMBUJA EXP,40787289333,189.6,6.48694187,-3.56052899,517749,98165210.4,191.0565779,190.5616305,182.7821355,47053000000,Process Industries,6624400000,5.27027,,15-Feb-22,,,,,,,,,,,,,,,,,,,
ASAHIINDIA,ASAHI INDIA GLASS,1.20E+11,524.2,6.3933428,-6.46801677,338087,177225205.4,541.9936157,546.6814332,523.9402335,24212100000,Process Industries,7024200000,20.4953,,15-Feb-22,,,,,,,,,,,,,,,,,,,
ISFT,INTRASOFT TECHNOLO,3056823187,220.3,6.3737325,0.82379863,134400,29608320,214.4422195,215.8044421,209.4849082,6131338000,Retail Trade,134495000,14.0664,,15-Feb-22,,,,,,,,,,,,,,,,,,,
DWARKESH,DWARIKESH SUGAR IN,16485794089,93,6.28571429,-6.43863179,5065302,471073086,95.07334718,93.70297214,87.0056049,18388465000,Process Industries,2707706000,5.80867,,15-Feb-22,,,,,,,,,,,,,,,,,,,
SPIC,SOUTHERN PETROCHEM,9968195305,51.95,6.23721881,-0.28790787,1537738,79885489.1,52.62697964,53.63242384,53.4343693,3269361000,Process Industries,1532231000,,10692800000,15-Feb-22,,,,,,,,,,,,,,,,,,,
INDIACEM,INDIA CEMENTS,61235691931,209.85,6.19939271,-4.9161758,3291184,690654962.4,216.2155727,219.5845245,214.9165056,45105497000,Non-Energy Minerals,5871100000,10.2192,,15-Feb-22,,,,,,,,,,,,,,,,,,,
THANGAMAYL,THANGAMAYIL JEWELL,14522177128,1127.1,6.15493289,2.23592907,11456,12912057.6,1118.175712,1171.242787,1236.303265,18186188000,Consumer Durables,789807000,7.52961,,15-Feb-22,,,,,,,,,,,,,,,,,,,
KOTARISUG,KOTHARI SUGAR&CHEM,2901100311,37.15,6.14285714,-3.75647668,403828,15002210.2,37.88989559,37.99367476,36.68397515,4197377000,Process Industries,282080000,6.22519,,15-Feb-22,,,,,,,,,,,,,,,,,,,
TVSELECT,TVS ELECTRONICS,4085352247,231.25,6.12666361,-11.50019135,559362,129352462.5,234.0722272,224.2150845,205.0184084,2246000000,Electronic Technology,262400000,22.9841,,15-Feb-22,,,,,,,,,,,,,,,,,,,
