Company Name,CD_NSE Symbol,CD_BSE Code,CD_Is Subsidiary,CD_Sector,CD_Industry1
Kody Techno,KODYTECH,,,,
Kohinoor Foods Ltd.,KOHINOOR,512559,N,FMCG,Consumer Food
Kokuyo Camlin Ltd.,KOKUYOCMLN,523207,N,FMCG,Printing & Stationery
Kolte-Patil Developers Ltd.,KOLTEPATIL,532924,N,Realty,Construction - Real Estate
Kontor Limited,KONTOR,,,,
Kopran Ltd.,KOPRAN,524280,N,Healthcare,Pharmaceuticals & Drugs
Jay Jalaram Technologies Ltd.,KORE,,N,Retailing,Retailing
Kotak Mahindra Bank Ltd.,KOTAKBANK,500247,N,Bank,Bank - Private
Kothari Sugars And Chemicals Ltd.,KOTARISUG,,N,Agri,Sugar
Kothari Petrochemicals Ltd.,KOTHARIPET,532096,N,Crude Oil,Petrochemicals
Kothari Products Ltd.,KOTHARIPRO,530299,N,Trading,Trading
Kotyark Industries Ltd.,KOTYARK,,N,Agri,Agriculture
Kovai Medical Center & Hospital Ltd.,KOVAI,523323,N,Healthcare,Hospital & Healthcare Services
KPI Green Energy Ltd.,KPIGREEN,542323,N,Capital Goods,Engineering - Industrial Equipments
Kalpataru Projects International Ltd.,KPIL,522287,N,Infrastructure,Transmission Towers / Equipments
KPIT Technologies Ltd.,KPITTECH,542651,N,IT,IT - Software
K.P.R. Mill Ltd.,KPRMILL,532889,N,Textile,Textile
KRBL Ltd.,KRBL,530813,N,FMCG,Consumer Food
Krebs Biochemicals & Industries Ltd.,KREBSBIO,524518,N,Healthcare,Pharmaceuticals & Drugs
Kridhan Infra Ltd.,KRIDHANINF,533482,N,Iron & Steel,Steel & Iron Products
Krishana Phoschem Ltd.,KRISHANA,,N,Chemicals,Fertilizers
Krishca Strapping Solutions Ltd.,KRISHCA,,N,Iron & Steel,Steel & Iron Products
Krishival Foods Ltd.,KRISHIVAL,,N,FMCG,Consumer Food
Krishna Defence and Allied Industries Ltd.,KRISHNADEF,,N,Capital Goods,Defence
Krishna Filament Industries Ltd.,KRISNAFILA,500248,N,Plastic Products,Plastic Products
Kriti Industries (India) Ltd.,KRITI,526423,N,Plastic Products,Plastic Products
Kritika Wires Ltd.,KRITIKA,,N,Iron & Steel,Steel & Iron Products
Kriti Nutrients Ltd.,KRITINUT,533210,N,FMCG,Edible Oil
ADC India Communications Ltd.,KRONECOMM,523411,N,Telecom,Telecommunication - Equipment
Krsnaa Diagnostics Ltd.,KRSNAA,543328,N,Healthcare,Hospital & Healthcare Services
KSB Ltd.,KSB,500249,N,Capital Goods,Engineering - Industrial Equipments
Kaveri Seed Company Ltd.,KSCL,532899,N,Agri,Agriculture
KSE Ltd.,KSE,519421,N,FMCG,Consumer Food
Kshitij Polyline Ltd.,KSHITIJPOL,,N,Plastic Products,Plastic Products
Kalyani Steels Ltd.,KSL,500235,N,Iron & Steel,Steel & Iron Products
KSolves India Ltd.,KSOLVES,543599,N,IT,IT - Software
Kesar Terminals & Infrastructure Ltd.,KTIL,533289,N,Miscellaneous,Miscellaneous
The Karnataka Bank Ltd.,KTKBANK,532652,N,Bank,Bank - Private
Kuantum Papers Ltd.,KUANTUM,532937,N,Paper,Paper & Paper Products
L&T Finance Holdings Ltd.,L&TFH,533519,Y,Finance,Finance - NBFC
Lagnam Spintex Ltd.,LAGNAM,,N,Textile,Textile
Panasonic Energy India Company Ltd.,LAKHNNATNL,504093,N,Automobile & Ancillaries,Batteries
Lakshmi Precision Screws Ltd.,LAKPRE,506079,N,Automobile & Ancillaries,Fasteners
Lakshmi Electrical Control Systems Ltd.,LAKSELECON,504258,N,Capital Goods,Electric Equipment
Lakshmi Mills Company Ltd.,LAKSHMIMIL,502958,N,Textile,Textile
Lorenzini Apparels Ltd.,LAL,540952,N,Textile,Textile
Dr. Lal Pathlabs Ltd.,LALPATHLAB,539524,N,Healthcare,Hospital & Healthcare Services
Lambodhara Textiles Ltd.,LAMBODHARA,590075,N,Textile,Textile - Spinning
Lancer Container Lines Ltd.,LANCER,539841,N,Logistics,Logistics
Landmark Cars Ltd.,LANDMARK,543714,N,Trading,Trading
La Opala RG Ltd.,LAOPALA,526947,N,Construction Materials,Glass
Lasa Supergenerics Ltd.,LASA,540702,N,Healthcare,Pharmaceuticals & Drugs
Latent View Analytics Ltd.,LATENTVIEW,543398,N,Miscellaneous,Miscellaneous
Latteys Industries Ltd.,LATTEYS,,N,Capital Goods,Compressors / Pumps
Laurus Labs Ltd.,LAURUSLABS,540222,N,Healthcare,Pharmaceuticals & Drugs
Laxmi Cotspin Ltd.,LAXMICOT,,N,Textile,Textile - Spinning
Lakshmi Machine Works Ltd.,LAXMIMACH,500252,N,Textile,Textile - Machinery
LCC Infotech Ltd.,LCCINFOTEC,532019,N,IT,IT - Education
Le Merite Exports Ltd.,LEMERITE,,N,Textile,Textile
Lemon Tree Hotels Ltd.,LEMONTREE,541233,N,Hospitality,"Hotel, Resort & Restaurants"
Lexus Granito (India) Ltd.,LEXUS,,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Lakshmi Finance & Industrial Corporation Ltd.,LFIC,,N,Finance,Finance - NBFC
LG Balakrishnan & Bros Ltd.,LGBBROSLTD,500250,N,Automobile & Ancillaries,Auto Ancillary
LGB Forge Ltd.,LGBFORGE,533007,N,Automobile & Ancillaries,Forgings
Laxmi Goldorna House Ltd.,LGHL,,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Libas Consumer Products Ltd.,LIBAS,,N,Textile,Textile
Liberty Shoes Ltd.,LIBERTSHOE,526596,N,FMCG,Footwear
LIC Housing Finance Ltd.,LICHSGFIN,500253,N,Finance,Finance - Housing
Life Insurance Corporation of India,LICI,543526,N,Insurance,Insurance
Likhitha Infrastructure Ltd.,LIKHITHA,543240,N,Infrastructure,Engineering - Construction
Linc Ltd.,LINC,531241,N,FMCG,Printing & Stationery
Lincoln Pharmaceuticals Ltd.,LINCOLN,531633,N,Healthcare,Pharmaceuticals & Drugs
Linde India Ltd.,LINDEINDIA,523457,N,Inds. Gases & Fuels,Industrial  Gases & Fuels
LKP Finance Ltd.,LKPMERFIN,507912,N,Finance,Finance - Investment
Lloyds Luxuries Ltd.,LLOYDS,,N,Miscellaneous,Miscellaneous
Lloyds Metals & Energy Ltd.,LLOYDSME,512455,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
Macrotech Developers Ltd.,LODHA,543287,N,Realty,Construction - Real Estate
Lokesh Machines Ltd.,LOKESHMACH,532740,N,Capital Goods,Engineering
Lotus Eye Hospital And Institute Ltd.,LOTUSEYE,532998,N,Healthcare,Hospital & Healthcare Services
Lovable Lingerie Ltd.,LOVABLE,533343,N,Textile,Textile
Loyal Textile Mills Ltd.,LOYALTEX,514036,N,Textile,Textile
Landmark Property Development Company Ltd.,LPDC,533012,N,Realty,Construction - Real Estate
Lead Reclaim And Rubber Products Ltd.,LRRPL,,N,Agri,Rubber  Products
Lloyds Steels Industries Ltd.,LLOYDSENGG,539992,N,Capital Goods,Engineering - Industrial Equipments
Larsen & Toubro Ltd.,F,500510,N,Infrastructure,Engineering - Construction
LT Foods Ltd.,LTFOODS,532783,N,FMCG,Consumer Food
LTIMindtree Ltd.,LTIM,540005,Y,IT,IT - Software
L&T Technology Services Ltd.,LTTS,540115,N,IT,IT - Software
Lumax Industries Ltd.,LUMAXIND,517206,N,Automobile & Ancillaries,Auto Ancillary
Lumax Auto Technologies Ltd.,LUMAXTECH,532796,N,Automobile & Ancillaries,Auto Ancillary
Lupin Ltd.,LUPIN,500257,N,Healthcare,Pharmaceuticals & Drugs
Lux Industries Ltd.,LUXIND,539542,N,Textile,Textile
Laxmi Organic Industries Ltd.,LXCHEM,543277,N,Chemicals,Chemicals
Lyka Labs Ltd.,LYKALABS,500259,N,Healthcare,Pharmaceuticals & Drugs
Lypsa Gems & Jewellery Ltd.,LYPSAGEMS,534532,N,Trading,Trading
Mahindra & Mahindra Ltd.,M&M,500520,N,Automobile & Ancillaries,Automobiles - Passenger Cars
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,532720,Y,Finance,Finance - NBFC
Maan Aluminium Ltd.,MAANALU,532906,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Macpower CNC Machines Ltd.,MACPOWER,,N,Capital Goods,Engineering - Industrial Equipments
Madhav Marbles And Granites Ltd.,MADHAV,515093,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Vaidya Sane Ayurved Laboratories Ltd.,MADHAVBAUG,,N,Healthcare,Hospital & Healthcare Services
Madhucon Projects Ltd.,MADHUCON,531497,N,Infrastructure,Engineering - Construction
Madhur Industries Ltd.,MADHURFOOD,519279,N,Trading,Trading
Madhusudan Masala,MADHUSUDAN,,,,
Madras Fertilizers Ltd.,MADRASFERT,590134,N,Chemicals,Fertilizers
Madhusudan Industries Ltd.,MADSUDIND,515059,N,Trading,Trading
Mafatlal Industries Ltd.,MAFATLAIND,500264,N,Textile,Textile
Magadh Sugar & Energy Ltd.,MAGADSUGAR,540650,N,Agri,Sugar
Magnum Ventures Ltd.,MAGNUM,532896,N,Paper,Paper & Paper Products
Magson Retail & Distribution Ltd.,MAGSON,,N,Retailing,Retailing
Bank Of Maharashtra,MAHABANK,532525,N,Bank,Bank - Public
Maha Rashtra Apex Corporation Ltd.,MAHAPEXLTD,523384,N,Finance,Finance - Investment
Mahamaya Steel Industries Ltd.,MAHASTEEL,513554,N,Iron & Steel,Steel & Iron Products
Mahindra EPC Irrigation Ltd.,MAHEPC,523754,N,Capital Goods,Engineering - Industrial Equipments
Maheshwari Logistics Ltd.,MAHESHWARI,,N,Logistics,Logistics
Mahickra Chemicals Ltd.,MAHICKRA,,N,Chemicals,Chemicals
Mahindra Lifespace Developers Ltd.,MAHLIFE,532313,Y,Realty,Construction - Real Estate
Mahindra Logistics Ltd.,MAHLOG,540768,Y,Logistics,Logistics
Maharashtra Scooters Ltd.,MAHSCOOTER,500266,N,Automobile & Ancillaries,Auto Ancillary
Maharashtra Seamless Ltd.,MAHSEAMLES,500265,N,Iron & Steel,Steel & Iron Products
Maithan Alloys Ltd.,MAITHANALL,590078,N,Ferro Manganese,Ferro & Silica Manganese
Maitreya Medicare Limited,MAITREYA,,,,
Majestic Auto Ltd.,MAJESAUTO,500267,N,Capital Goods,Electric Equipment
Maks Energy Solutions India Ltd.,MAKS,,N,Capital Goods,Electric Equipment
Mangalam Alloys,MAL,,,,
Mallcom (India) Ltd,MALLCOM,539400,N,Miscellaneous,Miscellaneous
Malu Paper Mills Ltd.,MALUPAPER,532728,N,Paper,Paper & Paper Products
Manaksia Aluminium Company Ltd.,MANAKALUCO,539045,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,539046,Y,Iron & Steel,Steel & Iron Products
Manaksia Ltd.,MANAKSIA,532932,N,Trading,Trading
Manaksia Steels Ltd.,MANAKSTEEL,539044,Y,Iron & Steel,Steel & Iron Products
Manali Petrochemicals Ltd.,MANALIPETC,500268,N,Chemicals,Chemicals
Manappuram Finance Ltd.,MANAPPURAM,531213,N,Finance,Finance - NBFC
Manav Infra Projects Ltd.,MANAV,,N,Infrastructure,Engineering - Construction
Mangalam Drugs And Organics Ltd.,MANGALAM,532637,N,Healthcare,Pharmaceuticals & Drugs
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,530011,N,Chemicals,Fertilizers
Mangalam Cement Ltd.,MANGLMCEM,502157,N,Construction Materials,Cement & Construction Materials
Man Industries (India) Ltd.,MANINDS,513269,N,Automobile & Ancillaries,Castings/Forgings
Man InfraConstruction Ltd.,MANINFRA,533169,N,Infrastructure,Engineering - Construction
Manjeera Constructions Ltd.,MANJEERA,533078,N,Realty,Construction - Real Estate
Mankind Pharma Ltd.,MANKIND,543904,N,Healthcare,Pharmaceuticals & Drugs
Manomay Tex India Ltd.,MANOMAY,540396,N,Textile,Textile - Weaving
Manorama Industries Ltd.,MANORAMA,541974,N,Agri,Solvent  Extraction
Mangalam Organics Ltd.,MANORG,514418,N,Chemicals,Chemicals
Manugraph India Ltd.,MANUGRAPH,505324,N,Capital Goods,Engineering - Industrial Equipments
Vedant Fashions Ltd.,MANYAVAR,543463,N,Textile,Textile
CE Info Systems Ltd.,MAPMYINDIA,543425,N,IT,IT - Software
Maral Overseas Ltd.,MARALOVER,521018,N,Textile,Textile - Spinning
Marathon Nextgen Realty Ltd.,MARATHON,503101,N,Realty,Construction - Real Estate
Marco Cables,MARCO,,,,
Marico Ltd.,MARICO,531642,N,FMCG,Consumer Food
Marine Electricals (India) Ltd.,MARINE,,N,Capital Goods,Engineering - Industrial Equipments
Marksans Pharma Ltd.,MARKSANS,524404,N,Healthcare,Pharmaceuticals & Drugs
Marshall Machines Ltd.,MARSHALL,,N,Capital Goods,Engineering - Industrial Equipments
Maruti Suzuki India Ltd.,MARUTI,532500,N,Automobile & Ancillaries,Automobiles - Passenger Cars
MAS Financial Services Ltd.,MASFIN,540749,N,Finance,Finance Term Lending
Mask Investments Ltd.,MASKINVEST,,N,Finance,Finance - Investment
Mastek Ltd.,MASTEK,523704,N,IT,IT - Software
Master Components,MASTER,,,,
MPIL Corporation Ltd.,MATHPLATT,500450,N,Miscellaneous,Miscellaneous
Matrimony.Com Ltd.,MATRIMONY,540704,N,IT,BPO/ITeS
Mawana Sugars Ltd.,MAWANASUG,523371,N,Agri,Sugar
Max Healthcare Institute Ltd.,MAXHEALTH,543220,Y,Healthcare,Hospital & Healthcare Services
Max India Ltd.,MAXIND,543223,N,Finance,Finance - Investment
Max Ventures And Industries Ltd.,MAXVIL,539940,N,Finance,Finance - Investment
Mayur Uniquoters Ltd.,MAYURUNIQ,522249,N,Textile,Textile
Mazda Ltd.,MAZDA,523792,N,Capital Goods,Engineering - Industrial Equipments
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,543237,N,Ship Building,Ship Building
Madhya Bharat Agro Products Ltd.,MBAPL,,N,Chemicals,Fertilizers
Mcnally Bharat Engineering Company Ltd.,MBECL,532629,N,Infrastructure,Engineering - Construction
BDH Industries Ltd.,MBIND,524828,N,Healthcare,Pharmaceuticals & Drugs
MBL Infrastructure Ltd.,MBLINFRA,533152,N,Infrastructure,Engineering - Construction
United Spirits Ltd.,MCDOWELL-N,532432,N,Alcohol,Breweries & Distilleries
Madhav Copper Ltd.,MCL,,N,Non - Ferrous Metals,Metal - Non Ferrous
Mcleod Russel India Ltd.,MCLEODRUSS,532654,N,Agri,Tea/Coffee
MCON Rasayan India Ltd.,MCON,,N,Chemicals,Chemicals
Multi Commodity Exchange Of India Ltd.,MCX,534091,Y,Finance,Finance - Stock Broking
Marvel Decor Ltd.,MDL,,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Global Health Ltd.,MEDANTA,543654,N,Healthcare,Hospital & Healthcare Services
Medicamen Biotech Ltd.,MEDICAMEQ,531146,N,Healthcare,Pharmaceuticals & Drugs
Medi-Caps Ltd.,MEDICAPS,523144,N,Chemicals,Chemicals
Medico Remedies Ltd.,MEDICO,540937,N,Healthcare,Pharmaceuticals & Drugs
Medplus Health Services Ltd.,MEDPLUS,543427,N,Healthcare,Pharmaceuticals & Drugs
Mega Flex Plastics Ltd.,MEGAFLEX,,N,Plastic Products,Plastic Products
Megasoft Ltd.,MEGASOFT,532408,N,IT,IT - Software
Megastar Foods Ltd.,MEGASTAR,541352,N,FMCG,Consumer Food
Melstar Information Technologies Ltd.,MELSTAR,532307,N,IT,IT - Software
Menon Bearings Ltd.,MENONBE,523828,N,Automobile & Ancillaries,Bearings
MEP Infrastructure Developers Ltd.,MEP,539126,N,Infrastructure,Engineering - Construction
Mercator Ltd.,MERCATOR,526235,N,Logistics,Shipping
Metalyst Forgings Ltd.,METALFORGE,513335,Y,Automobile & Ancillaries,Forgings
Metro Brands Ltd.,METROBRAND,543426,N,Retailing,Retailing
Metropolis Healthcare Ltd.,METROPOLIS,542650,N,Healthcare,Hospital & Healthcare Services
Meghmani Finechem Ltd,MFL,543332,Y,Chemicals,Chemicals
Max Financial Services Ltd.,MFSL,500271,N,Finance,Finance - Others
Mangalam Global Enterprise Ltd.,MGEL,,N,Agri,Agriculture
Mahanagar Gas Ltd.,MGL,539957,N,Gas Transmission,Gas Transmission/Marketing
Mohini Health & Hygiene Ltd.,MHHL,,N,Textile,Textile
Mahalaxmi Rubtech Ltd.,MHLXMIRU,514450,N,Textile,Textile
Mahindra Holidays & Resorts India Ltd.,MHRIL,533088,Y,Hospitality,"Hotel, Resort & Restaurants"
MIC Electronics Ltd.,MICEL,532850,N,Capital Goods,Electric Equipment
Micropro Software Solution Limited,MICROPRO,,,,
Mishra Dhatu Nigam Ltd.,MIDHANI,541195,N,Iron & Steel,Steel & Iron Products
Mid India Industries Ltd.,MIDINDIA,500277,N,Textile,Textile - Spinning
Milton Industries Ltd.,MILTON,,N,Construction Materials,Laminates/Decoratives
MPL Plastics Ltd.,MILTONPLAS,526143,N,Plastic Products,Plastic Products
Minda Corporation Ltd.,MINDACORP,538962,N,Automobile & Ancillaries,Auto Ancillary
Mindpool Technologies Ltd.,MINDPOOL,,N,IT,IT - Software
Mindspace Business Parks REIT,MINDSPACE,543217,N,Finance,Finance - Investment
Mindteck (India) Ltd.,MINDTECK,517344,N,IT,IT - Software
Mirc Electronics Ltd.,MIRCELECTR,500279,N,Consumer Durables,Consumer Durables - Electronics
Mirza International Ltd.,MIRZAINT,526642,N,FMCG,Footwear
Mitcon Consultancy & Engineering Services Ltd.,MITCON,,N,Miscellaneous,Miscellaneous
Mittal Life Style Ltd.,MITTAL,,N,Trading,Trading
MK Proteins Ltd.,MKPL,543919,N,FMCG,Edible Oil
MM Forgings Ltd.,MMFL,522241,N,Automobile & Ancillaries,Forgings
MMP Industries Ltd.,MMP,,N,Non - Ferrous Metals,Aluminium & Aluminium Products
MMTC Ltd.,MMTC,513377,N,Trading,Trading
Media Matrix Worldwide Ltd,MMWL,512267,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Lords Chloro Alkali Ltd.,LORDSCHLO,500284,N,Chemicals,Chemicals
Modern Insulators Ltd.,MODINSULAT,515008,N,Electricals,Electronics - Components
Modipon Ltd.,MODIPON,503776,N,Miscellaneous,Miscellaneous
Modi Rubber Ltd.,MODIRUBBER,500890,N,Miscellaneous,Miscellaneous
Modison Ltd.,MODISONLTD,506261,N,Capital Goods,Electric Equipment
Mohit Industries Ltd.,MOHITIND,531453,N,Textile,Textile
Mohota Industries Ltd.,MOHOTAIND,530047,N,Textile,Textile
MOIL Ltd.,MOIL,533286,N,Mining,Mining & Minerals
Moksh Ornaments Ltd.,MOKSH,,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Meghmani Organics Ltd.,MOL,543331,N,Chemicals,Chemicals
Mold-Tek Technologies Ltd.,MOLDTECH,526263,N,Capital Goods,Engineering
Mold-Tek Packaging Ltd.,MOLDTKPAC,533080,N,Plastic Products,Plastic Products
Monarch Networth Capital Ltd.,MONARCH,511551,N,Finance,Finance - Stock Broking
Mono Pharmacare,MONOPHARMA,,,,
Monte Carlo Fashions Ltd.,MONTECARLO,538836,N,Textile,Textile
Morarjee Textiles Ltd.,MORARJEE,532621,N,Textile,Textile - Weaving
Morepen Laboratories Ltd.,MOREPENLAB,500288,N,Healthcare,Pharmaceuticals & Drugs
MOS Utility Ltd.,MOS,,N,IT,Fintech
Samvardhana Motherson International Ltd.,MOTHERSON,517334,N,Automobile & Ancillaries,Auto Ancillary
Motilal Oswal Financial Services Ltd.,MOTILALOFS,532892,N,Finance,Finance - Stock Broking
The Motor & General Finance Ltd.,MOTOGENFIN,501343,N,Finance,Finance - NBFC
Moxsh Overseas Educon Ltd.,MOXSH,,N,Education & Training,Educational Institutions
Mphasis Ltd.,MPHASIS,526299,N,IT,IT - Software
MPS Ltd.,MPSLTD,532440,N,Media & Entertainment,Printing And Publishing
Madhya Pradesh Today Media Ltd.,MPTODAY,,N,Media & Entertainment,Printing And Publishing
MRF Ltd.,MRF,500290,N,Automobile & Ancillaries,Tyres & Allied
MR Organisation Ltd.,MRO,,N,Capital Goods,Compressors / Pumps
MRO-TEK Realty Ltd.,MRO-TEK,532376,N,Consumer Durables,IT - Hardware
Mangalore Refinery And Petrochemicals Ltd.,MRPL,500109,Y,Crude Oil,Refineries
MSP Steel & Power Ltd.,MSPL,532650,N,Iron & Steel,Steel & Iron Products
MSTC Ltd.,MSTCLTD,542597,N,Trading,Trading
Motherson Sumi Wiring India Ltd.,MSUMI,543498,N,Iron & Steel,Steel & Iron Products
MTAR Technologies Ltd.,MTARTECH,543270,N,Capital Goods,Engineering
MT Educare Ltd.,MTEDUCARE,534312,N,Education & Training,Educational Institutions
Mahanagar Telephone Nigam Ltd.,MTNL,500108,N,Telecom,Telecommunication - Service  Provider
Mukand Ltd.,MUKANDLTD,500460,N,Iron & Steel,Steel & Iron Products
Mukat Pipes Ltd.,MUKATPIPE,523832,N,Iron & Steel,Steel & Iron Products
Mukta Arts Ltd.,MUKTAARTS,532357,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Munjal Auto Industries Ltd.,MUNJALAU,520059,N,Automobile & Ancillaries,Auto Ancillary
Munjal Showa Ltd.,MUNJALSHOW,520043,N,Automobile & Ancillaries,Auto Ancillary
Murudeshwar Ceramics Ltd.,MURUDCERA,515037,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Muthoot Capital Services Ltd.,MUTHOOTCAP,511766,N,Finance,Finance - NBFC
Muthoot Finance Ltd.,MUTHOOTFIN,533398,N,Finance,Finance - NBFC
Manoj Vaibhav,MVGJL,543995,,,
Mangalam Worldwide Ltd.,MWL,,N,Iron & Steel,Steel & Iron Products
Mysore Petro Chemicals Ltd.,MYSORPETRO,506734,N,Chemicals,Chemicals
NACL Industries Ltd.,NACLIND,524709,N,Chemicals,Pesticides & Agrochemicals
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERT,539917,Y,Chemicals,Fertilizers
Nagreeka Capital & Infrastructure Ltd.,NAGREEKCAP,532895,N,Finance,Finance - NBFC
Nagreeka Exports Ltd.,NAGREEKEXP,521109,N,Textile,Textile - Spinning
Nahar Capital And Financial Services Ltd.,NAHARCAP,532952,N,Finance,Finance - NBFC
Nahar Industrial Enterprises Ltd.,NAHARINDUS,519136,N,Textile,Textile - Spinning
Nahar Poly Films Ltd.,NAHARPOLY,523391,N,Plastic Products,Plastic Products
Nahar Spinning Mills Ltd.,NAHARSPING,500296,N,Textile,Textile - Spinning
Nippon Life India Asset Management Ltd.,NAM-INDIA,540767,Y,Finance,Finance - Asset Management
Narmada Agrobase Ltd.,NARMADA,543643,N,Agri,Agriculture
Natco Pharma Ltd.,NATCOPHARM,524816,N,Healthcare,Pharmaceuticals & Drugs
Nath Bio-Genes (India) Ltd.,NATHBIOGEN,537291,N,Agri,Agriculture
National Aluminium Company Ltd.,NATIONALUM,532234,N,Non - Ferrous Metals,Aluminium & Aluminium Products
National Steel & Agro Industries Ltd.,NATNLSTEEL,513179,N,Iron & Steel,Steel & Iron Products
National Peroxide Ltd.,NATPEROXID,500298,N,Chemicals,Chemicals
Info Edge (India) Ltd.,NAUKRI,532777,N,IT,BPO/ITeS
Nava Ltd.,NAVA,513023,N,Power,Power Generation/Distribution
Navin Fluorine International Ltd.,NAVINFLUOR,532504,N,Chemicals,Chemicals
Navkar Corporation Ltd.,NAVKARCORP,539332,N,Logistics,Logistics
Navneet Education Ltd.,NAVNETEDUL,508989,N,Media & Entertainment,Printing And Publishing
Nazara Technologies Ltd.,NAZARA,543280,N,IT,IT - Software
NBCC (India) Ltd.,NBCC,534309,N,Realty,Construction - Real Estate
N.B.I. Industrial Finance Co. Ltd.,NBIFIN,,N,Finance,Finance - NBFC
NCC Ltd.,NCC,500294,N,Infrastructure,Engineering - Construction
NCL Industries Ltd.,NCLIND,502168,N,Construction Materials,Cement & Construction Materials
Naga Dhunseri Group Ltd.,NDGL,,N,Finance,Finance - Investment
Nandan Denim Ltd.,NDL,532641,N,Textile,Textile
NDL Ventures Ltd.,NDLVENTURE,500189,N,Media & Entertainment,TV Broadcasting & Software Production
NDR Auto Components Ltd.,NDRAUTO,543214,N,Automobile & Ancillaries,Auto Ancillary
New Delhi Television Ltd.,NDTV,532529,N,Media & Entertainment,TV Broadcasting & Software Production
North Eastern Carrying Corporation Ltd.,NECCLTD,534615,N,Logistics,Logistics
Nectar Lifesciences Ltd.,NECLIFE,532649,N,Healthcare,Pharmaceuticals & Drugs
Nelcast Ltd.,NELCAST,532864,N,Automobile & Ancillaries,Castings/Forgings
Nelco Ltd.,NELCO,504112,Y,Consumer Durables,IT - Hardware
Neogen Chemicals Ltd.,NEOGEN,542665,N,Chemicals,Chemicals
Nesco Ltd.,NESCO,505355,N,Capital Goods,Engineering - Industrial Equipments
Nestle India Ltd.,NESTLEIND,500790,N,FMCG,Consumer Food
Netweb Technologies,NETWEB,543945,N,,
Swiss Military Consumer Goods Ltd.,NETWORK,523558,N,Consumer Durables,IT - Hardware
Network 18 Media & Investments Ltd.,NETWORK18,532798,N,Media & Entertainment,TV Broadcasting & Software Production
Neuland Laboratories Ltd.,NEULANDLAB,524558,N,Healthcare,Pharmaceuticals & Drugs
Newgen Software Technologies Ltd.,NEWGEN,540900,N,IT,IT - Software
NewJaisa Tech,NEWJAISA,,,,
Next Mediaworks Ltd.,NEXTMEDIA,532416,N,Media & Entertainment,Printing And Publishing
National Fertilizers Ltd.,NFL,523630,N,Chemicals,Fertilizers
Nakoda Group Of Industries Ltd.,NGIL,541418,N,FMCG,Consumer Food
NGL Fine-Chem Ltd.,NGLFINE,524774,N,Healthcare,Pharmaceuticals & Drugs
Narayana Hrudayalaya Ltd.,NH,539551,N,Healthcare,Hospital & Healthcare Services
National Highways Infra Trust,NHIT,543385,N,Finance,Finance Term Lending
NHPC Ltd.,NHPC,533098,N,Power,Power Generation/Distribution
The New India Assurance Company Ltd.,NIACL,540769,N,Insurance,Insurance
NRB Industrial Bearings Ltd.,NIBL,535458,Y,Automobile & Ancillaries,Bearings
Nidan Laboratories And Healthcare Ltd.,NIDAN,,N,Healthcare,Hospital & Healthcare Services
NIIT Ltd.,NIITLTD,500304,N,IT,IT - Education
Nila Infrastructures Ltd.,NILAINFRA,530377,N,Realty,Construction - Real Estate
Nila Spaces Ltd.,NILASPACES,542231,N,Realty,Construction - Real Estate
Nilkamal Ltd.,NILKAMAL,523385,N,Plastic Products,Plastic Products
Nintec Systems Ltd.,NINSYS,539843,N,IT,IT - Software
Indo-National Ltd.,NIPPOBATRY,504058,N,Automobile & Ancillaries,Batteries
Niraj Cement Structurals Ltd.,NIRAJ,532986,N,Infrastructure,Engineering - Construction
Nirlon Ltd.,NIRLON,500307,N,Infrastructure,Engineering - Construction
Nirman Agri Genetics Ltd.,NIRMAN,,N,Agri,Agriculture
Nitco Ltd.,NITCO,532722,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Satchmo Holdings Ltd.,NITESHEST,533202,N,Realty,Construction - Real Estate
Nitin Spinners Ltd.,NITINSPIN,532698,N,Textile,Textile - Spinning
Nitiraj Engineers Ltd.,NITIRAJ,,N,Capital Goods,Engineering - Industrial Equipments
Veerhealth Care Ltd.,NIYATILEAS,511523,N,Healthcare,Pharmaceuticals & Drugs
NK Industries Ltd.,NKIND,519494,N,FMCG,Edible Oil
NLC India Ltd.,NLCINDIA,513683,N,Power,Power Generation/Distribution
NMDC Ltd.,NMDC,526371,N,Mining,Mining & Minerals
Nocil Ltd.,NOCIL,500730,N,Chemicals,Chemicals
Noida Toll Bridge Company Ltd.,NOIDATOLL,532481,N,Infrastructure,Engineering - Construction
National Oxygen Ltd.,NOL,507813,N,Inds. Gases & Fuels,Industrial  Gases & Fuels
