Company Name,CD_NSE Symbol,CD_BSE Code,CD_Is Subsidiary,CD_Sector,CD_Industry1
Rudra Global Infra Products Ltd.,,539226,N,Iron & Steel,Steel & Iron Products
HCKK Ventures Ltd.,,539224,N,Finance,Finance - Investment
Ambition Mica Ltd.,,539223,N,Construction Materials,Laminates/Decoratives
Growington Ventures India Ltd.,,539222,N,Hospitality,Travel Services
Sportking India Ltd.,SPORTKING,539221,N,Textile,Textile
Mishka Exim Ltd.,,539220,N,Trading,Trading
Mauria Udyog Ltd.,,539219,N,Capital Goods,Engineering - Industrial Equipments
Saumya Consultants Ltd.,,539218,N,Finance,Finance - NBFC
Srestha Finvest Ltd.,,539217,N,Finance,Finance - Investment
Garment Mantra Lifestyle Ltd.,,539216,N,Textile,Textile
Genomic Valley Biotech Ltd.,,539206,N,Agri,Agriculture
Satia Industries Ltd.,SATIA,539201,N,Paper,Paper & Paper Products
SG Finserve Ltd.,,539199,N,Finance,Finance - Investment
Capfin India Ltd.,,539198,N,Finance,Finance - Investment
Devhari Exports (India) Ltd.,,539197,N,Trading,Trading
Amba Enterprises Ltd.,,539196,N,Capital Goods,Engineering - Industrial Equipments
Pocl Enterprises Ltd.,,539195,Y,Non - Ferrous Metals,Metal - Non Ferrous
Decillion Finance Ltd.,,539190,N,Finance,Finance - Investment
Adhbhut Infrastructure Ltd.,,539189,N,Infrastructure,Engineering - Construction
Authum Investment & Infrastructure Ltd.,,539177,N,Finance,Finance - Investment
Hawa Engineers Ltd.,,539176,N,Capital Goods,Engineering - Industrial Equipments
Indra Industries Ltd.,,539175,N,Chemicals,Fertilizers
Helpage Finlease Ltd.,,539174,N,Finance,Finance - NBFC
Arfin India Ltd.,,539151,N,Non - Ferrous Metals,Aluminium & Aluminium Products
PNC Infratech Ltd.,PNCINFRA,539150,N,Infrastructure,Engineering - Construction
Integrated Capital Services Ltd.,,539149,N,Finance,Finance - NBFC
Shivalik Rasayan Ltd.,SHIVALIK,539148,N,Chemicals,Pesticides & Agrochemicals
Panth Infinity Ltd.,,539143,N,Trading,Trading
UFO Moviez India Ltd.,UFO,539141,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Wardwizard Foods and Beverages Ltd.,,539132,N,Agri,Solvent  Extraction
Crescent Leasing Ltd.,,539131,N,Finance,Finance - NBFC
MEP Infrastructure Developers Ltd.,MEP,539126,N,Infrastructure,Engineering - Construction
Sarvottam Finvest Ltd.,,539124,N,Finance,Finance - NBFC
VB Industries Ltd.,,539123,N,Finance,Finance - Investment
Bodhtree Consulting Ltd.,BODHTREE,539122,N,IT,IT - Software
Palco Metals Ltd.,,539121,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Bangalore Fort Farms Ltd.,,539120,N,Trading,Trading
Jain Marmo Industries Ltd.,,539119,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
VRL Logistics Ltd.,VRLLOG,539118,N,Logistics,Logistics
Sujala Trading & Holdings Ltd.,,539117,N,Finance,Finance - Investment
OP Chains Ltd.,,539116,N,Trading,Trading
Alan Scott Industriess Ltd.,,539115,N,Textile,Textile
Paul Merchants Ltd.,,539113,N,Finance,Finance - Investment
SAB Industries Ltd.,,539112,N,Realty,Construction - Real Estate
Sheshadri Industries Ltd.,,539111,N,Textile,Textile - Spinning
Northlink Fiscal and Capital Services Ltd.,,539110,N,Trading,Trading
Athena Constructions Ltd.,,539099,N,Realty,Construction - Real Estate
Filtra Consultants and Engineers Ltd.,,539098,N,Miscellaneous,Miscellaneous
UR Sugar Industries Ltd.,,539097,N,Trading,Trading
Aananda Lakshmi Spinning Mills Ltd.,,539096,N,Textile,Textile - Spinning
Consecutive Investments & Trading Company Ltd.,,539091,N,Finance,Finance - Investment
Rajputana Investment & Finance Ltd.,,539090,N,Finance,Finance - Investment
Inox Wind Ltd.,INOXWIND,539083,Y,Capital Goods,Electric Equipment
Imagicaaworld Entertainment Ltd.,IMAGICAA,539056,N,Hospitality,Amusement Parks/Recreation/Club
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,539046,Y,Iron & Steel,Steel & Iron Products
Manaksia Aluminium Company Ltd.,MANAKALUCO,539045,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Manaksia Steels Ltd.,MANAKSTEEL,539044,Y,Iron & Steel,Steel & Iron Products
BKM Industries Ltd.,BKMINDST,539043,N,Capital Goods,Engineering - Industrial Equipments
AGI Infra Ltd.,,539042,N,Realty,Construction - Real Estate
SVP Housing Ltd.,,539041,N,Trading,Trading
Tirupati Tyres Ltd.,,539040,N,Trading,Trading
Fraser and Co Ltd.,,539032,N,Trading,Trading
SSPN Finance Ltd.,,539026,N,Finance,Finance - Investment
Beekay Steel Industries Ltd.,,539018,N,Iron & Steel,Steel & Iron Products
Star Housing Finance Ltd.,,539017,N,Finance,Finance - Housing
NEIL Industries Ltd.,,539016,N,Finance,Finance - NBFC
Ortel Communications Ltd.,ORTEL,539015,N,Media & Entertainment,TV Broadcasting & Software Production
Gita Renewable Energy Ltd.,,539013,N,Power,Power Generation/Distribution
Megri Soft Ltd.,,539012,N,IT,IT - Software
Chennai Ferrous Industries Ltd.,,539011,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
PTC Industries Ltd.,PTCIL,539006,N,Automobile & Ancillaries,Castings/Forgings
Jayatma Enterprises Ltd.,,539005,N,Agri,Agriculture
Purohit Construction Ltd.,,538993,N,Realty,Construction - Real Estate
Sar Auto Products Ltd.,,538992,N,Automobile & Ancillaries,Auto Ancillary
Talbros Engineering Ltd.,,538987,N,Automobile & Ancillaries,Auto Ancillary
Greenlam Industries Ltd.,GREENLAM,538979,Y,Construction Materials,Laminates/Decoratives
Shree Securities Ltd.,,538975,N,Finance,Finance - Investment
Wardwizard Innovations & Mobility Ltd.,,538970,N,Automobile & Ancillaries,Automobile Two & Three Wheelers
Concord Drugs Ltd.,,538965,N,Healthcare,Pharmaceuticals & Drugs
Mercury Laboratories Ltd.,,538964,N,Healthcare,Pharmaceuticals & Drugs
Pact Industries Ltd.,,538963,N,Textile,Textile
Minda Corporation Ltd.,MINDACORP,538962,N,Automobile & Ancillaries,Auto Ancillary
Genus Paper & Boards Ltd.,GENUSPAPER,538961,Y,Paper,Paper & Paper Products
Abhinav Leasing & Finance Ltd.,,538952,N,Finance,Finance - NBFC
Sonal Mercantile Ltd.,,538943,N,Finance,Finance - NBFC
Mercantile Ventures Ltd.,,538942,N,Finance,Finance - NBFC
Abhishek Finlease Ltd.,,538935,N,Finance,Finance - NBFC
Karnavati Finance Ltd.,,538928,N,Finance,Finance - Investment
Naturite Agro Products Ltd.,,538926,N,Agri,Agriculture
Sofcom Systems Ltd.,,538923,N,IT,IT - Software
COSYN Ltd.,,538922,N,IT,IT - Software
Raghuvansh Agrofarms Ltd.,,538921,N,Agri,Agriculture
Vintage Coffee & Beverages Ltd.,,538920,N,Trading,Trading
Vani Commercials Ltd.,,538918,N,Finance,Finance - NBFC
Dhunseri Tea & Industries Ltd.,DTIL,538902,N,Agri,Tea/Coffee
Shri Niwas Leasing And Finance Ltd.,,538897,N,Finance,Finance - Investment
Kanchi Karpooram Ltd.,,538896,N,Chemicals,Chemicals
Mihika Industries Ltd.,,538895,N,Trading,Trading
Octal Credit Capital Ltd.,,538894,N,Finance,Finance - NBFC
Magellanic Cloud Ltd.,,538891,N,Finance,Finance - Investment
MK Exim (India) Ltd.,,538890,N,Textile,Textile
Emerald Finance Ltd.,,538882,N,Finance,Finance - NBFC
Galada Finance Ltd.,,538881,N,Finance,Finance - NBFC
Sellwin Traders Ltd.,,538875,N,Finance,Finance - Investment
Nexus Surgical And Medicare Ltd.,,538874,N,Finance,Finance - Stock Broking
Continental Securities Ltd.,,538868,N,Finance,Finance - NBFC
Sri Amarnath Finance Ltd.,,538863,N,Finance,Finance - NBFC
My Money Securities Ltd.,,538862,N,Finance,Finance - Stock Broking
Panafic Industrials Ltd.,,538860,N,Finance,Finance - NBFC
Scintilla Commercial & Credit Ltd.,,538857,N,Finance,Finance - Investment
Indo Cotspin Ltd.,,538838,N,Textile,Textile - Spinning
Jeevan Scientific Technology Ltd.,,538837,N,IT,IT - Software
Monte Carlo Fashions Ltd.,MONTECARLO,538836,N,Textile,Textile
Intellect Design Arena Ltd.,INTELLECT,538835,Y,IT,IT - Software
JMJ Fintech Ltd.,,538834,N,Finance,Finance - NBFC
Anubhav Infrastructure Ltd.,,538833,N,Infrastructure,Engineering - Construction
Captain Pipes Ltd.,,538817,N,Agri,Rubber  Products
Aanchal Ispat Ltd.,,538812,N,Iron & Steel,Steel & Iron Products
Shree Ajit Pulp & Paper Ltd.,,538795,N,Paper,Paper & Paper Products
Jet Infraventure Ltd.,,538794,N,Realty,Construction - Real Estate
Gilada Finance & Investments Ltd.,,538788,N,Finance,Finance - Stock Broking
Goenka Business & Finance Ltd.,,538787,N,Finance,Finance - NBFC
Citizen Infoline Ltd.,,538786,N,IT,IT - Software
Kalyan Capitals Ltd.,,538778,N,Finance,Finance - Others
Niyogin Fintech Ltd.,,538772,N,Finance,Finance - Investment
Crane Infrastructure Ltd.,,538770,N,Infrastructure,Engineering - Construction
JLA Infraville Shoppers Ltd.,,538765,N,Retailing,Retailing
Mudunuru Ltd.,,538743,N,IT,IT - Software
Panabyte Technologies Ltd.,,538742,N,Trading,Trading
Ceinsys Tech Ltd.,,538734,N,IT,IT - Software
Starlit Power Systems Ltd.,,538733,N,Non - Ferrous Metals,Metal - Non Ferrous
Vibrant Global Capital Ltd.,,538732,N,Finance,Finance - Investment
Hanman Fit Ltd.,,538731,N,Hospitality,Amusement Parks/Recreation/Club
PDS Ltd.,PDSL,538730,Y,Textile,Textile
Aryaman Capital Markets Ltd.,,538716,Y,Finance,Finance - Stock Broking
Dhabriya Polywood Ltd.,,538715,N,Plastic Products,Plastic Products
Sangam Finserv Ltd.,,538714,N,Finance,Finance - NBFC
Atishay Ltd.,,538713,N,IT,IT - Software
Econo Trade (India) Ltd.,,538708,N,Finance,Finance - Investment
Rajasthan Cylinders & Containers Ltd.,,538707,N,Inds. Gases & Fuels,Industrial  Gases & Fuels
Ultracab (India) Ltd.,,538706,N,Electricals,Cable
Shemaroo Entertainment Ltd.,SHEMAROO,538685,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Encash Entertainment Ltd.,,538684,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
City Online Services Ltd.,,538674,N,Telecom,Telecommunication - Service  Provider
Naysaa Securities Ltd.,,538668,N,Finance,Finance - Stock Broking
Sharda Cropchem Ltd.,SHARDACROP,538666,N,Chemicals,Pesticides & Agrochemicals
Suvifin Credit Solutions Ltd.,,538647,N,Finance,Finance - NBFC
Qgo Finance Ltd.,,538646,N,Finance,Finance - Investment
Snowman Logistics Ltd.,SNOWMAN,538635,Y,Logistics,Logistics
Vasundhara Rasayans Ltd.,,538634,N,Chemicals,Chemicals
Real Touch Finance Ltd.,,538611,N,Finance,Finance - Investment
Unison Metals Ltd.,,538610,N,Iron & Steel,Steel & Iron Products
Gajanan Securities Services Ltd.,,538609,N,Finance,Finance - Stock Broking
Toyam Sports Ltd.,,538607,N,Finance,Finance - Stock Broking
Vishal Fabrics Ltd.,VISHAL,538598,N,Textile,Textile
TTI Enterprise Ltd.,,538597,N,Finance,Finance - NBFC
Quantum Build-Tech Ltd.,,538596,N,Realty,Construction - Real Estate
Trivikrama Industries Ltd.,,538579,N,Chemicals,Chemicals
Solis Marketing Ltd.,,538575,N,Trading,Trading
Triveni Enterprises Ltd.,,538569,N,Trading,Trading
Fruition Venture Ltd.,,538568,N,Finance,Finance - Stock Broking
Gulf Oil Lubricants India Ltd.,GULFOILLUB,538567,N,Automobile & Ancillaries,Lubricants
Vistar Amar Ltd.,,538565,N,Trading,Trading
James Warren Tea Ltd.,,538564,N,Agri,Tea/Coffee
Skipper Ltd.,SKIPPER,538562,N,Capital Goods,Engineering - Industrial Equipments
Arman Holdings Ltd.,,538556,N,Trading,Trading
Bansal Roofing Products Ltd.,,538546,N,Capital Goods,Engineering
Goldcoin Health Foods Ltd.,,538542,N,FMCG,Consumer Food
Inceptum Enterprises Ltd.,,538541,N,Trading,Trading
Ramchandra Leasing & Finance Ltd.,,538540,N,Finance,Finance - NBFC
J Taparia Projects Ltd.,,538539,N,Finance,Finance - Investment
Omansh Enterprises Ltd.,,538537,N,Trading,Trading
Yaan Enterprises Ltd.,,538521,N,Hospitality,Travel Services
Tarini International Ltd.,,538496,N,Capital Goods,Engineering
Capital Trade Links Ltd.,,538476,N,Finance,Finance - NBFC
Amarnath Securities Ltd.,,538465,N,Finance,Finance - Investment
Thirani Projects Ltd.,,538464,N,Finance,Finance - NBFC
Quasar India Ltd.,,538452,N,Trading,Trading
Worth Investment & Trading Co Ltd.,,538451,N,Finance,Finance - NBFC
Moneyboxx Finance Ltd.,,538446,N,Finance,Finance - NBFC
Classic Global Finance & Capital Ltd.,,538433,N,Finance,Finance - Investment
Alps Motor Finance Ltd.,,538423,N,Finance,Finance - NBFC
SPS Finquest Ltd.,,538402,N,Finance,Finance - NBFC
Maestros Electronics & Telecommunications Systems Ltd.,,538401,N,Telecom,Telecommunication - Equipment
NAM Securities Ltd.,,538395,N,Finance,Finance - Stock Broking
West Leisure Resorts Ltd.,,538382,N,Hospitality,"Hotel, Resort & Restaurants"
Incredible Industries Ltd.,INCREDIBLE,538365,N,Iron & Steel,Steel & Iron Products
AF Enterprises Ltd.,,538351,N,Finance,Finance - Investment
GCM Capital Advisors Ltd.,,538319,N,Finance,Finance - Investment
Response Informatics Ltd.,,538273,N,IT,IT - Software
Wonderla Holidays Ltd.,WONDERLA,538268,N,Hospitality,Amusement Parks/Recreation/Club
Sharp Investments Ltd.,,538212,N,Finance,Finance - Investment
Gold Line International Finvest Ltd.,,538180,N,Finance,Finance Term Lending
R&B Denims Ltd.,,538119,N,Textile,Textile
Shri Vasuprada Plantations Ltd.,,538092,N,Agri,Tea/Coffee
Haria Apparels Ltd.,,538081,N,Miscellaneous,Miscellaneous
Infronics Systems Ltd.,,537985,N,IT,IT - Software
Raunaq EPC International Ltd.,,537840,N,Infrastructure,Engineering - Construction
Phoenix Township Ltd.,,537839,N,Hospitality,"Hotel, Resort & Restaurants"
Negotium International Trade Ltd.,,537838,N,Trading,Trading
Viji Finance Ltd.,VIJIFIN,537820,N,Finance,Finance - NBFC
Mangalam Industrial Finance Ltd.,,537800,N,Finance,Finance - NBFC
Race Eco Chain Ltd.,RACE,537785,N,Trading,Trading
B.C. Power Controls Ltd.,BCP,537766,N,Non - Ferrous Metals,Metal - Non Ferrous
Kiran Vyapar Ltd.,,537750,N,Finance,Finance - NBFC
Shree Hanuman Sugar & Industries Ltd.,,537709,N,Agri,Sugar
ETT Ltd.,,537707,N,Realty,Construction - Real Estate
Laxmipati Engineering Works Ltd.,,537669,N,Ship Building,Ship Building
Unishire Urban Infra Ltd.,,537582,N,Realty,Construction - Real Estate
Polymac Thermoformers Ltd.,,537573,N,Plastic Products,Plastic Products
Denis Chem Lab Ltd.,,537536,N,Healthcare,Pharmaceuticals & Drugs
Viaan Industries Ltd.,,537524,N,Trading,Trading
Agrimony Commodities Ltd.,,537492,N,Trading,Trading
Taaza International Ltd.,,537392,N,Trading,Trading
Chemtech Industrial Valves Ltd.,,537326,N,Trading,Trading
Agri-Tech (India) Ltd.,AGRITECH,537292,N,Agri,Agriculture
Nath Bio-Genes (India) Ltd.,NATHBIOGEN,537291,N,Agri,Agriculture
Suyog Telematics Ltd.,,537259,N,Miscellaneous,Miscellaneous
RCI Industries & Technologies Ltd.,,537254,N,Non - Ferrous Metals,Metal - Non Ferrous
Sunil Healthcare Ltd.,,537253,N,Chemicals,Chemicals
Arnold Holdings Ltd.,,537069,N,Finance,Finance - NBFC
Captain Polyplast Ltd.,,536974,N,Plastic Products,Plastic Products
BP Capital Ltd.,,536965,N,Finance,Finance - NBFC
Integra Telecommunication And Software Ltd.,,536868,N,IT,IT - Software
Yuranus Infrastructure Ltd.,,536846,N,Realty,Construction - Real Estate
Jindal Poly Investment and Finance Company Ltd.,JPOLYINVST,536773,N,Finance,Finance - Investment
Five X Tradecom Ltd.,,536751,N,Finance,Finance - Stock Broking
Stellar Capital Services Ltd.,,536738,N,Finance,Finance - NBFC
SRG Securities Finance Ltd.,,536710,N,Finance,Finance - NBFC
Ind Renewable Energy Ltd.,,536709,Y,Infrastructure,Engineering - Construction
VCU Data Management Ltd.,,536672,N,IT,IT - Software
PVV Infra Ltd.,,536659,N,Realty,Construction - Real Estate
Trimurthi Ltd.,,536565,N,Trading,Trading
Future Lifestyle Fashions Ltd.,FLFL,536507,N,Retailing,Retailing
JK Agri Genetics Ltd.,,536493,N,Agri,Agriculture
RJ Bio-Tech Ltd.,,536456,N,Agri,Agriculture
Tiger Logistics (India) Ltd.,,536264,N,Logistics,Logistics
Kushal Ltd.,,536170,N,Trading,Trading
VKJ Infradevelopers Ltd.,,536128,N,Infrastructure,Engineering - Construction
Integra Essentia Ltd.,ESSENTIA,535958,N,Textile,Textile
GCM Commodity & Derivatives Ltd.,,535917,N,Finance,Finance - Investment
Alacrity Securities Ltd.,,535916,N,Finance,Finance - Stock Broking
Money Masters Leasing & Finance Ltd.,,535910,N,Finance,Finance - NBFC
Indiabulls Housing Finance Ltd.,IBULHSGFIN,535789,Y,Finance,Finance - Housing
Aditya Birla Fashion and Retail Ltd.,ABFRL,535755,Y,Retailing,Retailing
Orient Cement Ltd.,ORIENTCEM,535754,Y,Construction Materials,Cement & Construction Materials
Khoobsurat Ltd.,,535730,N,Finance,Finance - Investment
Quest Softech (India) Ltd.,,535719,N,IT,IT - Software
eDynamics Solutions Ltd.,,535694,N,Retailing,Retailing
Brahmaputra Infrastructure Ltd.,,535693,N,Infrastructure,Engineering - Construction
India Finsec Ltd.,,535667,N,Finance,Finance - NBFC
ObjectOne Information Systems Ltd.,,535657,N,IT,IT - Software
Just Dial Ltd.,JUSTDIAL,535648,N,Miscellaneous,Miscellaneous
SDC Techmedia Ltd.,,535647,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
SV Global Mill Ltd.,,535621,N,Realty,Construction - Real Estate
Binny Mills Ltd.,,535620,N,Trading,Trading
Sharda Motor Industries Ltd.,SHARDAMOTR,535602,N,Automobile & Ancillaries,Auto Ancillary
Sreeleathers Ltd.,SREEL,535601,N,Trading,Trading
KIFS Financial Services Ltd.,,535566,N,Finance,Finance - NBFC
NRB Industrial Bearings Ltd.,NIBL,535458,Y,Automobile & Ancillaries,Bearings
GCM Securities Ltd.,,535431,N,Finance,Finance - Stock Broking
Lakhotia Polyesters (India) Ltd.,,535387,N,Textile,Textile - Manmade  Fibres
Repco Home Finance Ltd.,REPCOHOME,535322,N,Finance,Finance - Housing
Bothra Metals & Alloys Ltd.,,535279,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Comfort Fincap Ltd.,,535267,N,Finance,Finance - NBFC
Mystic Electronics Ltd.,,535205,N,Trading,Trading
Mukta Agriculture Ltd.,,535204,N,Trading,Trading
Channel Nine Entertainment Ltd.,,535142,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
NIBE Ltd.,,535136,N,Textile,Textile - Weaving
V-Mart Retail Ltd.,VMART,534976,N,Retailing,Retailing
Esteem Bio Organic Food Processing Ltd.,,534927,N,Agri,Agriculture
Covidh Technologies Ltd.,,534920,N,IT,IT - Software
Indus Towers Ltd.,INDUSTOWER,534816,Y,Telecom,Telecommunication - Service  Provider
PC Jeweller Ltd.,PCJEWELLER,534809,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Care Ratings Ltd.,CARERATING,534804,N,Ratings,Ratings
CDG Petchem Ltd.,,534796,N,Plastic Products,Plastic Products
Cigniti Technologies Ltd.,CIGNITITEC,534758,N,IT,IT - Software
Trio Mercantile & Trading Ltd.,,534755,N,Trading,Trading
Steel Exchange India Ltd.,STEELXIND,534748,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
Zuari Agro Chemicals Ltd.,ZUARI,534742,N,Chemicals,Fertilizers
Virtual Global Education Ltd.,,534741,N,Education & Training,Educational Institutions
Aerpace Industries Ltd.,,534733,N,Trading,Trading
Caspian Corporate Services Ltd.,,534732,N,Finance,Finance - Others
Bronze Infra-Tech Ltd.,,534731,N,Realty,Construction - Real Estate
Shantiguru Industries Ltd.,,534708,N,Retailing,Retailing
Comfort Commotrade Ltd.,,534691,N,Finance,Finance - Stock Broking
SRG Housing Finance Ltd.,,534680,N,Finance,Finance - Housing
Prozone Intu Properties Ltd.,PROZONINTU,534675,N,Realty,Construction - Real Estate
Ducon Infratechnologies Ltd.,DUCON,534674,Y,Consumer Durables,IT - Hardware
Jointeca Education Solutions Ltd.,,534659,N,IT,IT - Software
Vinayak Polycon International Ltd.,,534639,N,Plastic Products,Plastic Products
Jupiter Infomedia Ltd.,,534623,N,IT,BPO/ITeS
Waaree Renewable Technologies Ltd.,,534618,N,Power,Power Generation/Distribution
North Eastern Carrying Corporation Ltd.,NECCLTD,534615,N,Logistics,Logistics
Advance Metering Technology Ltd.,AMTL,534612,N,Capital Goods,Engineering - Industrial Equipments
JTL Industries Ltd,JTLIND,534600,N,Iron & Steel,Steel & Iron Products
S.E. Power Ltd.,SEPOWER,534598,N,Power,Power Generation/Distribution
RattanIndia Enterprises Ltd.,RTNINDIA,534597,N,Miscellaneous,Miscellaneous
Max Alert Systems Ltd.,,534563,N,Capital Goods,Engineering
Lypsa Gems & Jewellery Ltd.,LYPSAGEMS,534532,N,Trading,Trading
Speciality Restaurants Ltd.,SPECIALITY,534425,N,Hospitality,"Hotel, Resort & Restaurants"
Looks Health Services Ltd.,,534422,N,Healthcare,Hospital & Healthcare Services
Vardhman Special Steels Ltd.,VSSL,534392,Y,Iron & Steel,Steel & Iron Products
Tribhovandas Bhimji Zaveri Ltd.,TBZ,534369,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Maxheights Infrastructure Ltd.,,534338,N,Realty,Construction - Real Estate
Hexa Tradex Ltd.,HEXATRADEX,534328,Y,Trading,Trading
MT Educare Ltd.,MTEDUCARE,534312,N,Education & Training,Educational Institutions
NBCC (India) Ltd.,NBCC,534309,N,Realty,Construction - Real Estate
Olympic Cards Ltd.,,534190,N,Media & Entertainment,Printing And Publishing
Schneider Electric Infrastructure Ltd.,SCHNEIDER,534139,N,Capital Goods,Electric Equipment
Pyxis Finvest Ltd.,,534109,N,Finance,Finance - NBFC
Multi Commodity Exchange Of India Ltd.,MCX,534091,Y,Finance,Finance - Stock Broking
RHI Magnesita India Ltd.,RHIM,534076,Y,Capital Goods,Refractories
Alliance Integrated Metaliks Ltd.,,534064,N,Capital Goods,Engineering - Industrial Equipments
Futuristic Solutions Ltd.,,534063,N,Finance,Finance - NBFC
PMC Fincorp Ltd.,,534060,N,Finance,Finance - Investment
Tera Software Ltd.,TERASOFT,533982,N,IT,IT - Software
Thomas Scott (India) Ltd.,THOMASCOTT,533941,N,Retailing,Retailing
Fervent Synergies Ltd.,,533896,N,Trading,Trading
GPT Infraprojects Ltd.,GPTINFRA,533761,N,Infrastructure,Engineering - Construction
APL Apollo Tubes Ltd.,APLAPOLLO,533758,N,Iron & Steel,Steel & Iron Products
Essar Shipping Ltd.,ESSARSHPNG,533704,N,Logistics,Shipping
Indo Thai Securities Ltd.,INDOTHAI,533676,N,Finance,Finance - Investment
Triveni Turbine Ltd.,TRITURBINE,533655,Y,Capital Goods,Engineering - Industrial Equipments
Ujaas Energy Ltd.,UJAAS,533644,N,Capital Goods,Electric Equipment
Flexituff Ventures International Ltd.,FLEXITUFF,533638,N,Textile,Textile
Onelife Capital Advisors Ltd.,ONELIFECAP,533632,N,Finance,Finance - Investment
Tijaria Polypipes Ltd.,TIJARIA,533629,N,Agri,Rubber  Products
RDB Rasayans Ltd.,,533608,N,Plastic Products,Plastic Products
Setubandhan Infrastructure Ltd.,SETUINFRA,533605,N,Infrastructure,Engineering - Construction
Lesha Industries Ltd.,,533602,N,Trading,Trading
PG Electroplast Ltd.,PGEL,533581,N,Consumer Durables,Consumer Durables - Domestic Appliances
Vaswani Industries Ltd.,VASWANI,533576,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
Alembic Pharmaceuticals Ltd.,APLLTD,533573,Y,Healthcare,Pharmaceuticals & Drugs
TD Power Systems Ltd.,TDPOWERSYS,533553,N,Capital Goods,Electric Equipment
Rupa & Company Ltd.,RUPA,533552,N,Textile,Textile
Brooks Laboratories Ltd.,BROOKS,533543,N,Healthcare,Pharmaceuticals & Drugs
Tree House Education & Accessories Ltd.,TREEHOUSE,533540,N,Education & Training,Educational Institutions
Yaari Digital Integrated Services Ltd.,YAARI,533520,Y,Miscellaneous,Miscellaneous
L&T Finance Holdings Ltd.,L&TFH,533519,Y,Finance,Finance - NBFC
Inventure Growth & Securities Ltd.,INVENTURE,533506,N,Finance,Finance - Stock Broking
Bharatiya Global Infomedia Ltd.,BGLOBAL,533499,N,IT,IT - Software
Kridhan Infra Ltd.,KRIDHANINF,533482,N,Iron & Steel,Steel & Iron Products
Enkei Wheels (India) Ltd.,,533477,N,Automobile & Ancillaries,Auto Ancillary
Rushil Decor Ltd.,RUSHIL,533470,N,Paper,Paper & Paper Products
Delphi World Money Ltd.,DELPHIFX,533452,Y,Finance,Finance - Others
Karma Energy Ltd.,KARMAENG,533451,Y,Power,Power Generation/Distribution
VMS Industries Ltd.,,533427,N,Ship Building,Ship Building
CIL Nova Petrochemicals Ltd.,CNOVAPETRO,533407,N,Textile,Textile - Spinning
Future Consumer Ltd.,FCONSUMER,533400,N,Trading,Trading
Muthoot Finance Ltd.,MUTHOOTFIN,533398,N,Finance,Finance - NBFC
PTC India Financial Services Ltd.,PFS,533344,Y,Finance,Finance - NBFC
Lovable Lingerie Ltd.,LOVABLE,533343,N,Textile,Textile
Zen Technologies Ltd.,ZENTEC,533339,N,IT,IT - Software
Dhunseri Investments Ltd.,DHUNINV,533336,N,Finance,Finance - Investment
Fineotex Chemical Ltd.,FCL,533333,N,Chemicals,Chemicals
Indian Terrain Fashions Ltd.,INDTERRAIN,533329,N,Textile,Textile
Texmaco Rail & Engineering Ltd.,TEXRAIL,533326,N,Automobile & Ancillaries,Railways Wagons
Jubilant Industries Ltd.,JUBLINDS,533320,N,Chemicals,Chemicals
Omkar Speciality Chemicals Ltd.,OMKARCHEM,533317,N,Chemicals,Chemicals
STEL Holdings Ltd.,STEL,533316,Y,Finance,Finance - Investment
Innovassynth Investments Ltd.,,533315,N,Finance,Finance - NBFC
Summit Securities Ltd.,SUMMITSEC,533306,Y,Finance,Finance - NBFC
BF Investment Ltd.,BFINVEST,533303,N,Finance,Finance - Investment
Kalyani Investment Company Ltd.,KICL,533302,N,Finance,Finance - Investment
Shekhawati Poly-Yarn Ltd.,SPYL,533301,N,Textile,Textile - Spinning
Surana Solar Ltd.,SURANASOL,533298,N,Electricals,Electronics - Components
Future Market Networks Ltd.,FMNL,533296,Y,Miscellaneous,Miscellaneous
Punjab & Sind Bank,PSB,533295,N,Bank,Bank - Public
Ravi Kumar Distilleries Ltd.,RKDL,533294,N,Alcohol,Breweries & Distilleries
Kirloskar Oil Engines Ltd.,KIRLOSENG,533293,Y,Capital Goods,Engineering - Industrial Equipments
A2Z Infra Engineering Ltd.,A2ZINFRA,533292,N,Infrastructure,Engineering - Construction
Kesar Terminals & Infrastructure Ltd.,KTIL,533289,N,Miscellaneous,Miscellaneous
Zee Learn Ltd.,ZEELEARN,533287,N,Education & Training,Educational Institutions
MOIL Ltd.,MOIL,533286,N,Mining,Mining & Minerals
RDB Realty & Infrastructure Ltd.,,533285,Y,Realty,Construction - Real Estate
R.P.P. Infra Projects Ltd.,RPPINFRA,533284,N,Realty,Construction - Real Estate
